time_ns,Rg_A
1.310000043032898132e-01,1.530836762845852661e+01
1.320000043361393705e-01,1.394712703434290724e+01
1.330000043689889000e-01,1.527668032003438192e+01
1.340000044018384573e-01,1.607640478476391621e+01
1.350000044346879868e-01,1.356090504681742281e+01
1.360000044675375441e-01,1.468804399446715614e+01
1.370000045003870737e-01,1.591090293201889061e+01
1.380000045332366310e-01,1.279860847307090843e+01
1.390000045660861605e-01,1.277204132489241495e+01
1.400000045989356900e-01,1.284957149409978072e+01
1.410000046317852196e-01,1.305258449070246840e+01
1.420000046646347491e-01,1.415281454391993243e+01
1.430000046974843064e-01,1.390580034076400473e+01
1.440000047303338360e-01,1.418045965420337140e+01
1.450000047631833933e-01,1.376768131615240165e+01
1.460000047960329228e-01,1.409444261166990842e+01
1.470000048288824801e-01,1.302827681145073235e+01
1.480000048617320096e-01,1.305988337310802372e+01
1.490000048945815669e-01,1.272094490517814336e+01
1.500000049274310965e-01,1.159435086138970128e+01
1.510000049602806538e-01,1.136408188615927983e+01
1.520000049931301833e-01,1.303900856869527303e+01
1.530000050259797406e-01,1.384093902503197704e+01
1.540000050588292702e-01,1.417268201142731598e+01
1.550000050916787997e-01,1.447611159804533720e+01
1.560000051245283292e-01,1.497379462712264520e+01
1.570000051573778588e-01,1.361870763426279041e+01
1.580000051902274161e-01,1.126427721768695633e+01
1.590000052230769456e-01,1.155216718423233324e+01
1.600000052559265029e-01,1.216692812245609545e+01
1.610000052887760325e-01,1.252585606907346438e+01
1.620000053216255897e-01,1.266709070566905559e+01
1.630000053544751193e-01,1.162881814348560816e+01
1.640000053873246766e-01,1.318995585026802608e+01
1.650000054201742061e-01,1.256463886119740536e+01
1.660000054530237634e-01,1.100524399569309963e+01
1.670000054858732930e-01,1.003764732888269684e+01
1.680000055187228225e-01,1.129924379986885263e+01
1.690000055515723798e-01,1.242621237024603253e+01
1.700000055844219093e-01,1.177047872371930026e+01
1.710000056172714666e-01,1.165194031138913999e+01
1.720000056501209962e-01,1.354727091526449811e+01
1.730000056829705257e-01,1.288946591183291979e+01
1.740000057158200553e-01,1.272611802922301472e+01
1.750000057486696126e-01,1.335923714845357502e+01
1.760000057815191421e-01,1.274424505300187072e+01
1.770000058143686994e-01,1.265363128832439088e+01
1.780000058472182289e-01,1.314667159359078141e+01
1.790000058800677862e-01,1.341583493642766101e+01
1.800000059129173158e-01,1.391746313160447990e+01
1.810000059457668453e-01,1.348080302316943424e+01
1.820000059786164026e-01,1.403181556104191863e+01
1.830000060114659322e-01,1.432416027134140002e+01
1.840000060443154895e-01,1.755653858025277714e+01
1.850000060771650190e-01,1.718780907183614914e+01
1.860000061100145763e-01,1.671249192751594492e+01
1.870000061428641058e-01,1.380337283293485307e+01
1.880000061757136631e-01,1.521641353525625107e+01
1.890000062085631649e-01,1.616019071840456078e+01
1.900000062414127222e-01,1.578960337340489595e+01
1.910000062742622517e-01,1.623105685617975880e+01
1.920000063071117813e-01,1.740220055694799584e+01
1.930000063399613386e-01,1.653108597034514915e+01
1.940000063728108681e-01,1.610375573797050563e+01
1.950000064056604254e-01,1.711662287666323223e+01
1.960000064385099550e-01,1.654546187144804748e+01
1.970000064713595123e-01,1.598430181611187884e+01
1.980000065042090418e-01,1.662447312082858986e+01
1.990000065370585991e-01,1.839228362212774570e+01
2.000000065699081286e-01,1.941855535637048646e+01
2.010000066027576859e-01,1.813360497395577298e+01
2.020000066356072155e-01,1.704780970143517038e+01
2.030000066684567728e-01,1.567287295987557272e+01
2.040000067013063023e-01,1.730063901591804765e+01
2.050000067341558041e-01,2.044241160465216467e+01
2.060000067670053614e-01,2.045740822642514090e+01
2.070000067998548909e-01,1.833509366481351677e+01
2.080000068327044482e-01,1.945733924056310116e+01
2.090000068655539778e-01,2.086078149772923851e+01
2.100000068984035351e-01,1.811843092240778930e+01
2.110000069312530646e-01,1.747993581327498092e+01
2.120000069641026219e-01,1.456916186050170481e+01
2.130000069969521515e-01,1.708324021603955956e+01
2.140000070298017087e-01,1.679089345847956594e+01
2.150000070626512383e-01,1.571250406029556679e+01
2.160000070955007956e-01,1.474837438621369223e+01
2.170000071283503251e-01,1.378086234634927187e+01
2.180000071611998547e-01,1.237221171989573065e+01
2.190000071940494120e-01,1.089327412266286110e+01
2.200000072268989415e-01,1.051914056724855229e+01
2.210000072597484988e-01,1.075665225306059725e+01
2.220000072925980006e-01,1.017196859448621105e+01
2.230000073254475579e-01,1.074289197383578731e+01
2.240000073582970874e-01,1.002032290932521796e+01
2.250000073911466447e-01,1.071978532137620377e+01
2.260000074239961743e-01,1.158237865362059082e+01
2.270000074568457316e-01,1.203388678312678728e+01
2.280000074896952611e-01,1.148193851556218803e+01
2.290000075225448184e-01,1.247231022304633896e+01
2.300000075553943479e-01,1.340942593621540979e+01
2.310000075882438775e-01,1.395927644975844295e+01
2.320000076210934348e-01,1.654870546199698467e+01
2.330000076539429643e-01,1.541449173828531194e+01
2.340000076867925216e-01,1.566639772171589584e+01
2.350000077196420512e-01,1.622943325398905401e+01
2.360000077524916084e-01,1.559873764918969208e+01
2.370000077853411380e-01,1.597804786426332768e+01
2.380000078181906953e-01,1.837229885241228899e+01
2.390000078510401971e-01,1.901617274120994949e+01
2.400000078838897544e-01,1.712011561823516814e+01
2.410000079167392839e-01,1.667070753865413479e+01
2.420000079495888412e-01,1.695841843376150138e+01
2.430000079824383707e-01,1.734192215644571533e+01
2.440000080152879003e-01,1.720290726512410018e+01
2.450000080481374576e-01,1.855275981031371302e+01
2.460000080809869871e-01,1.664629096273812436e+01
2.470000081138365444e-01,1.705300284494584773e+01
2.480000081466860740e-01,1.968480843776275080e+01
2.490000081795356313e-01,2.007190368057522889e+01
2.500000082123851608e-01,2.058829363177316196e+01
2.510000082452347181e-01,1.942102790435621174e+01
2.520000082780842199e-01,1.815450320964667696e+01
2.530000083109337772e-01,1.589312811107344636e+01
2.540000083437833345e-01,1.623927079856979816e+01
2.550000083766328918e-01,1.852976855498209829e+01
2.560000084094823936e-01,1.728820116314446764e+01
2.570000084423319509e-01,1.707569254780739243e+01
2.580000084751814526e-01,1.482485603440927413e+01
2.590000085080310654e-01,1.621697776477774511e+01
2.600000085408805672e-01,1.519325551736996438e+01
2.610000085737301245e-01,1.604581406026618851e+01
2.620000086065796263e-01,1.556642213798648200e+01
2.630000086394291836e-01,1.690440168060885640e+01
2.640000086722787409e-01,1.619582368019686669e+01
2.650000087051282427e-01,1.609206985382795452e+01
2.660000087379778000e-01,1.663454311202033509e+01
2.670000087708273573e-01,1.526846613589989410e+01
2.680000088036769146e-01,1.318722588550312125e+01
2.690000088365264164e-01,1.423034129394653746e+01
2.700000088693759737e-01,1.277431802244918835e+01
2.710000089022254754e-01,1.245341920259429358e+01
2.720000089350750883e-01,1.298217453802924659e+01
2.730000089679245900e-01,1.238950984458951687e+01
2.740000090007741473e-01,1.281426562947290648e+01
2.750000090336236491e-01,1.481330494615725257e+01
2.760000090664732619e-01,1.657503524633052550e+01
2.770000090993227637e-01,1.667800184300027055e+01
2.780000091321723210e-01,1.634839382638513428e+01
2.790000091650218228e-01,1.667086946272412362e+01
2.800000091978713801e-01,1.578013600249696324e+01
2.810000092307209374e-01,1.520204555094055721e+01
2.820000092635704392e-01,1.348332017013406592e+01
2.830000092964199965e-01,1.458773126369512774e+01
2.840000093292694983e-01,1.481387109634894905e+01
2.850000093621191111e-01,1.422327638297450392e+01
2.860000093949686129e-01,1.444117887284844493e+01
2.870000094278181701e-01,1.287670287657332224e+01
2.880000094606676719e-01,1.274516832183518922e+01
2.890000094935172847e-01,1.324559184236100329e+01
2.900000095263667865e-01,1.398483543375748184e+01
2.910000095592163438e-01,1.263633375691638427e+01
2.920000095920658456e-01,1.289723971681989134e+01
2.930000096249154584e-01,1.238584565076786426e+01
2.940000096577649602e-01,1.285278439266007489e+01
2.950000096906145175e-01,1.163959710828940253e+01
2.960000097234640193e-01,1.155676929981469314e+01
2.970000097563135211e-01,1.051899829923290319e+01
2.980000097891631339e-01,1.040927616716174242e+01
2.990000098220126357e-01,9.955286928567863569e+00
3.000000098548621930e-01,1.007855166566095662e+01
3.010000098877116947e-01,9.782002518841144578e+00
3.020000099205613076e-01,1.035453157039670380e+01
3.030000099534108093e-01,1.026316898499624664e+01
3.040000099862603666e-01,9.949644187449559141e+00
3.050000100191098684e-01,9.330450876970715512e+00
3.060000100519594812e-01,9.734292780358174468e+00
3.070000100848089830e-01,1.039620676700047497e+01
3.080000101176585403e-01,1.249622639450734063e+01
3.090000101505080421e-01,1.235414072618243075e+01
3.100000101833575994e-01,1.120310429069158786e+01
3.110000102162071567e-01,1.156539288729160475e+01
3.120000102490566585e-01,1.094479046776801923e+01
3.130000102819062158e-01,1.144025491050923904e+01
3.140000103147557176e-01,1.105850925311709076e+01
3.150000103476053304e-01,1.092533572061213398e+01
3.160000103804548321e-01,1.129799655133745162e+01
3.170000104133043894e-01,1.037290767029934102e+01
3.180000104461538912e-01,9.924616606925164675e+00
3.190000104790035040e-01,9.459465880897889534e+00
3.200000105118530058e-01,8.933850813069394547e+00
3.210000105447025631e-01,8.509054117564147646e+00
3.220000105775520649e-01,8.857033667595112902e+00
3.230000106104016222e-01,9.123005271137408556e+00
3.240000106432511795e-01,8.970784597756823686e+00
3.250000106761007368e-01,9.266421248644505226e+00
3.260000107089502386e-01,8.683659089454957680e+00
3.270000107417997959e-01,9.488927975285113448e+00
3.280000107746493532e-01,1.022358770246183290e+01
3.290000108074988550e-01,1.100679150727176214e+01
3.300000108403484123e-01,1.163148601266245485e+01
3.310000108731979140e-01,1.056553165626428736e+01
3.320000109060475268e-01,1.041036778859711731e+01
3.330000109388970286e-01,1.335046081840530441e+01
3.340000109717465859e-01,1.451879312439480607e+01
3.350000110045960877e-01,1.371191703135920470e+01
3.360000110374456450e-01,1.299258795947235967e+01
3.370000110702952023e-01,1.196004655032222352e+01
3.380000111031447596e-01,1.262665745212018109e+01
3.390000111359942614e-01,1.222476074266482371e+01
3.400000111688438187e-01,1.254879208358564036e+01
3.410000112016933760e-01,1.297906714307070253e+01
3.420000112345429333e-01,1.584405492884171451e+01
3.430000112673924351e-01,1.389931128136561611e+01
3.440000113002419924e-01,1.574509096160835320e+01
3.450000113330915497e-01,1.725541609391290265e+01
3.460000113659410514e-01,1.696366530930202643e+01
3.470000113987906087e-01,1.656536353266571737e+01
3.480000114316401105e-01,1.510502198500075011e+01
3.490000114644896678e-01,1.628959419044382884e+01
3.500000114973392251e-01,1.515902193406515153e+01
3.510000115301887824e-01,1.898217182674766690e+01
3.520000115630382842e-01,1.989100795764643337e+01
3.530000115958878415e-01,2.010976384880078527e+01
3.540000116287373988e-01,1.859608520927738695e+01
3.550000116615869561e-01,1.896165255663812843e+01
3.560000116944364579e-01,1.851364633669196991e+01
3.570000117272860152e-01,1.842101162360055966e+01
3.580000117601355725e-01,1.830072439632633419e+01
3.590000117929851298e-01,1.870786636624635335e+01
3.600000118258346316e-01,1.675103377964013873e+01
3.610000118586841333e-01,1.679955273978058727e+01
3.620000118915336906e-01,1.574473720615479699e+01
3.630000119243832479e-01,1.572191249580913031e+01
3.640000119572328052e-01,1.510540609228092990e+01
3.650000119900823070e-01,1.459935933795782148e+01
3.660000120229318643e-01,1.503914253000859524e+01
3.670000120557814216e-01,1.621731691252117358e+01
3.680000120886309789e-01,1.580478816930778763e+01
3.690000121214804807e-01,1.762271982998029785e+01
3.700000121543300380e-01,1.614270274324690746e+01
3.710000121871795953e-01,1.640421998503227385e+01
3.720000122200291526e-01,1.692003644890846914e+01
3.730000122528786544e-01,1.699620786492732094e+01
3.740000122857282117e-01,1.641375940639932551e+01
3.750000123185777134e-01,1.798645979019390140e+01
3.760000123514273263e-01,1.974149163415341945e+01
3.770000123842768280e-01,1.891380729813762329e+01
3.780000124171263298e-01,1.926778296863728102e+01
3.790000124499758871e-01,1.848000997501587506e+01
3.800000124828254444e-01,1.952183159532512136e+01
3.810000125156750017e-01,1.831177619183261740e+01
3.820000125485245035e-01,1.903546336704317099e+01
3.830000125813740608e-01,1.955687745249894860e+01
3.840000126142235626e-01,1.863906674289048837e+01
3.850000126470731754e-01,1.782803921223001353e+01
3.860000126799226772e-01,1.692759170305405547e+01
3.870000127127722345e-01,1.613074527072807385e+01
3.880000127456217363e-01,1.566599259114163978e+01
3.890000127784713491e-01,1.695900635536223788e+01
3.900000128113208508e-01,1.694771829969603161e+01
3.910000128441704081e-01,1.605446517621864189e+01
3.920000128770199099e-01,1.541873791436186991e+01
3.930000129098695227e-01,1.425355014791101560e+01
3.940000129427190245e-01,1.348774586786015561e+01
3.950000129755685263e-01,1.340532461303436484e+01
3.960000130084180836e-01,1.403161573769672543e+01
3.970000130412675854e-01,1.452404707173291598e+01
3.980000130741171982e-01,1.369032353064802621e+01
3.990000131069667000e-01,1.197273224474221109e+01
4.000000131398162573e-01,1.219649893083749959e+01
4.010000131726657591e-01,1.277645957474672578e+01
4.020000132055153719e-01,1.399833848867188379e+01
4.030000132383648737e-01,1.534327076717754323e+01
4.040000132712144310e-01,1.509491279339604652e+01
4.050000133040639327e-01,1.748662315850478066e+01
4.060000133369135455e-01,1.908298534303619931e+01
4.070000133697630473e-01,1.797619473601161033e+01
4.080000134026126046e-01,1.840924887402044163e+01
4.090000134354621064e-01,1.686552473901922511e+01
4.100000134683116082e-01,1.715974370767685642e+01
4.110000135011612210e-01,1.556264994107127464e+01
4.120000135340107228e-01,1.703536939856065047e+01
4.130000135668602801e-01,1.671280741044880358e+01
4.140000135997097819e-01,1.756519822404129982e+01
4.150000136325593947e-01,1.859692219447856232e+01
4.160000136654088965e-01,2.008644828306715269e+01
4.170000136982584538e-01,1.998955710212148063e+01
4.180000137311079556e-01,2.252315180847482878e+01
4.190000137639575684e-01,2.204729979368394410e+01
4.200000137968070701e-01,2.079860626360735765e+01
4.210000138296566274e-01,1.888722198028948540e+01
4.220000138625061292e-01,2.028482204027438840e+01
4.230000138953556865e-01,1.968634540362083030e+01
4.240000139282052438e-01,1.837688674760542895e+01
4.250000139610548011e-01,1.822998751228138303e+01
4.260000139939043029e-01,1.795956860415891043e+01
4.270000140267538047e-01,1.599839969059848954e+01
4.280000140596034175e-01,1.861295221661404398e+01
4.290000140924529193e-01,1.772229583541970754e+01
4.300000141253024766e-01,1.913879997639304875e+01
4.310000141581519784e-01,1.971362422771498402e+01
4.320000141910015912e-01,1.859283452383246882e+01
4.330000142238510930e-01,2.042904163824370301e+01
4.340000142567006503e-01,1.979540860727844276e+01
4.350000142895501520e-01,1.700484547942760116e+01
4.360000143223997093e-01,1.639566249409313414e+01
4.370000143552492666e-01,1.624042834575318750e+01
4.380000143880988239e-01,1.543639948321400901e+01
4.390000144209483257e-01,1.511032663962598477e+01
4.400000144537978830e-01,1.485943654520399448e+01
4.410000144866474403e-01,1.337791664695756211e+01
4.420000145194969976e-01,1.338387150150525606e+01
4.430000145523464994e-01,1.558577988132453385e+01
4.440000145851960012e-01,1.565357264077666066e+01
4.450000146180456140e-01,1.481959191319202951e+01
4.460000146508951158e-01,1.459550154377158293e+01
4.470000146837446731e-01,1.370754915646107364e+01
4.480000147165941748e-01,1.244154890775415545e+01
4.490000147494437321e-01,1.487040078436179869e+01
4.500000147822932894e-01,1.445566575572219037e+01
4.510000148151428467e-01,1.422889036011591202e+01
4.520000148479923485e-01,1.450297255921986483e+01
4.530000148808419058e-01,1.437549899064949166e+01
4.540000149136914631e-01,1.134164431895171354e+01
4.550000149465410204e-01,1.167886354907412283e+01
4.560000149793905222e-01,1.245102268778641452e+01
4.570000150122400795e-01,1.141440764186757839e+01
4.580000150450896368e-01,1.247384517563423501e+01
4.590000150779391941e-01,1.109180181053567260e+01
4.600000151107886959e-01,1.204304609604894516e+01
4.610000151436381977e-01,1.349127555507850396e+01
4.620000151764877550e-01,1.467200912838716853e+01
4.630000152093373122e-01,1.430627275482093452e+01
4.640000152421868695e-01,1.398460118692456788e+01
4.650000152750363713e-01,1.360185619383330646e+01
4.660000153078859286e-01,1.306845452216149717e+01
4.670000153407354859e-01,1.234544952265990680e+01
4.680000153735850432e-01,1.173429856560613516e+01
4.690000154064345450e-01,1.122890970933206489e+01
4.700000154392841023e-01,1.109087667511625952e+01
4.710000154721336596e-01,1.124743778706511499e+01
4.720000155049832169e-01,1.098501128242937952e+01
4.730000155378327187e-01,1.227425490326847068e+01
4.740000155706822760e-01,1.343906080545663251e+01
4.750000156035317778e-01,1.374569866868911205e+01
4.760000156363813906e-01,1.380336516282411274e+01
4.770000156692308924e-01,1.472064937626062964e+01
4.780000157020803941e-01,1.607779071002943283e+01
4.790000157349299514e-01,1.637573690124202841e+01
4.800000157677795087e-01,1.496167008971128887e+01
4.810000158006290660e-01,1.338726630253539795e+01
4.820000158334785678e-01,1.195737879788657132e+01
4.830000158663281251e-01,1.261540373035107976e+01
4.840000158991776824e-01,1.314392180548817990e+01
4.850000159320272397e-01,1.185166676271528097e+01
4.860000159648767415e-01,1.298642746642023127e+01
4.870000159977262988e-01,1.399362174167895034e+01
4.880000160305758006e-01,1.343488449141888097e+01
4.890000160634254134e-01,1.422947167798735890e+01
4.900000160962749152e-01,1.452538257472527938e+01
4.910000161291244725e-01,1.298515771938505914e+01
4.920000161619739742e-01,1.256127076685448607e+01
4.930000161948235315e-01,1.260575898750963830e+01
4.940000162276730888e-01,1.277743236407043170e+01
4.950000162605225906e-01,1.215247345155573555e+01
4.960000162933721479e-01,1.280150876448380437e+01
4.970000163262217052e-01,1.227522728113064332e+01
4.980000163590712625e-01,1.169872519695218571e+01
4.990000163919207643e-01,1.140316197395641673e+01
5.000000164247703216e-01,1.097688800074875104e+01
5.010000164576198234e-01,1.069517113124504526e+01
5.020000164904694362e-01,1.078568456750179294e+01
5.030000165233189380e-01,1.188845316243222072e+01
5.040000165561684398e-01,1.195271740688130890e+01
5.050000165890180526e-01,1.242825201319008066e+01
5.060000166218675544e-01,1.159454997431675238e+01
5.070000166547171672e-01,1.126756829317375264e+01
5.080000166875666689e-01,1.156203473125394510e+01
5.090000167204161707e-01,1.239599983196377408e+01
5.100000167532657835e-01,1.230157169109248017e+01
5.110000167861152853e-01,1.221023418176503839e+01
5.120000168189647871e-01,1.147500324392776072e+01
5.130000168518143999e-01,1.102383135384194901e+01
5.140000168846639017e-01,1.083969000484982104e+01
5.150000169175134035e-01,1.003532757335247894e+01
5.160000169503629053e-01,1.069953411514954844e+01
5.170000169832125181e-01,1.122073279571493565e+01
5.180000170160621309e-01,1.147856790697632867e+01
5.190000170489115217e-01,9.938958311038478044e+00
5.200000170817611345e-01,1.044758647111776284e+01
5.210000171146107473e-01,1.064155288297038204e+01
5.220000171474602491e-01,1.073171333355445789e+01
5.230000171803097508e-01,1.052715250021361193e+01
5.240000172131592526e-01,9.833197900266446467e+00
5.250000172460088654e-01,1.009925375176515416e+01
5.260000172788583672e-01,9.569769877819963355e+00
5.270000173117078690e-01,8.878708929461291532e+00
5.280000173445574818e-01,1.015257294709077840e+01
5.290000173774069836e-01,1.013412318916582855e+01
5.300000174102564854e-01,9.914147876251497848e+00
5.310000174431060982e-01,9.129626741975176429e+00
5.320000174759556000e-01,9.764221531147006417e+00
5.330000175088052128e-01,1.048732680621319524e+01
5.340000175416547146e-01,1.085991999447681877e+01
5.350000175745042164e-01,1.160104402268672175e+01
5.360000176073538292e-01,1.208239414696063996e+01
5.370000176402033309e-01,1.053154872000643749e+01
5.380000176730528327e-01,1.211560086298695005e+01
5.390000177059024455e-01,1.343707024367515146e+01
5.400000177387519473e-01,1.485045208624864088e+01
5.410000177716015601e-01,1.624170058405297823e+01
5.420000178044509509e-01,1.525937186672368107e+01
5.430000178373005637e-01,1.548293491508970376e+01
5.440000178701501765e-01,1.697925410290834236e+01
5.450000179029995673e-01,1.595426357914959858e+01
5.460000179358491801e-01,1.729413604995253451e+01
5.470000179686987929e-01,1.867520351898125597e+01
5.480000180015482947e-01,1.943837007977083431e+01
5.490000180343977965e-01,1.979469525150111409e+01
5.500000180672472982e-01,1.865997671603071595e+01
5.510000181000969111e-01,1.869817888917028625e+01
5.520000181329465239e-01,1.928116814045480254e+01
5.530000181657959146e-01,1.895452860959592911e+01
5.540000181986455274e-01,1.974269918818216851e+01
5.550000182314950292e-01,1.711941648737610677e+01
5.560000182643446420e-01,1.958439390105853661e+01
5.570000182971941438e-01,1.935251149688780714e+01
5.580000183300436456e-01,1.595157536212081162e+01
5.590000183628932584e-01,1.508152860605777867e+01
5.600000183957427602e-01,1.400511709250048931e+01
5.610000184285922620e-01,1.290278508533718060e+01
5.620000184614418748e-01,1.209834688427272198e+01
5.630000184942913766e-01,1.358080452769066504e+01
5.640000185271408784e-01,1.514440922515293586e+01
5.650000185599904912e-01,1.507867474162640065e+01
5.660000185928399929e-01,1.553563854987192094e+01
5.670000186256896058e-01,1.608877699374387049e+01
5.680000186585389965e-01,1.701597807462541212e+01
5.690000186913886093e-01,1.615603722733852976e+01
5.700000187242382221e-01,1.773106221672712479e+01
5.710000187570877239e-01,1.776219753792100065e+01
5.720000187899372257e-01,1.990570775786168767e+01
5.730000188227868385e-01,1.764587381911879760e+01
5.740000188556363403e-01,1.677840530326079005e+01
5.750000188884858421e-01,1.765188273862094448e+01
5.760000189213353439e-01,1.902938720785547844e+01
5.770000189541849567e-01,1.871611708704516630e+01
5.780000189870345695e-01,1.953476048278751165e+01
5.790000190198839602e-01,2.017680691683173677e+01
5.800000190527335731e-01,2.211988681912335863e+01
5.810000190855830748e-01,1.912848841988466830e+01
