time_ns,Rg_A
5.820000191184326876e-01,2.046105885358164400e+01
5.830000191512821894e-01,2.246046740870387382e+01
5.840000191841316912e-01,2.439495278637415865e+01
5.850000192169813040e-01,2.329237158157854992e+01
5.860000192498309168e-01,2.527064095293946622e+01
5.870000192826803076e-01,2.271438548357457776e+01
5.880000193155299204e-01,2.323241272687838332e+01
5.890000193483794222e-01,2.242046986637583927e+01
5.900000193812290350e-01,2.055019140960760282e+01
5.910000194140785368e-01,2.090391073820584111e+01
5.920000194469280386e-01,2.225896599759903438e+01
5.930000194797776514e-01,2.169843648593797525e+01
5.940000195126270421e-01,2.143389781711315223e+01
5.950000195454766549e-01,2.031363687753673020e+01
5.960000195783262678e-01,2.076533224701762492e+01
5.970000196111757695e-01,2.207292917720110026e+01
5.980000196440252713e-01,2.172061491160798496e+01
5.990000196768748841e-01,2.265852483045098253e+01
6.000000197097243859e-01,2.245347503527773725e+01
6.010000197425739987e-01,2.440767861850121889e+01
6.020000197754233895e-01,2.262519159278546965e+01
6.030000198082730023e-01,2.258666340205690659e+01
6.040000198411226151e-01,2.071102505654699044e+01
6.050000198739721169e-01,2.132189079803723075e+01
6.060000199068216187e-01,2.177318019865576204e+01
6.070000199396711205e-01,2.185723909948808696e+01
6.080000199725207333e-01,2.174017234230480256e+01
6.090000200053702351e-01,2.166573295314180569e+01
6.100000200382197368e-01,2.418822651731131401e+01
6.110000200710693496e-01,2.479442449427888207e+01
6.120000201039189625e-01,2.526754076718189879e+01
6.130000201367683532e-01,2.291237382568702330e+01
6.140000201696179660e-01,2.083651404419036979e+01
6.150000202024674678e-01,2.037731174270969703e+01
6.160000202353170806e-01,1.909519328314699038e+01
6.170000202681665824e-01,1.936800536035049447e+01
6.180000203010160842e-01,2.005305274997814635e+01
6.190000203338656970e-01,2.031619382407176744e+01
6.200000203667151988e-01,1.857633481875356907e+01
6.210000203995647006e-01,1.944361467526854170e+01
6.220000204324143134e-01,2.028021385978809832e+01
6.230000204652638152e-01,1.905063647564428919e+01
6.240000204981133169e-01,1.808004225281582933e+01
6.250000205309629298e-01,1.494009344743258261e+01
6.260000205638124315e-01,1.411551262564524301e+01
6.270000205966620443e-01,1.308671945886027110e+01
6.280000206295114351e-01,1.260767279667701146e+01
6.290000206623610479e-01,1.119122365210154157e+01
6.300000206952106607e-01,1.141419495639202353e+01
6.310000207280601625e-01,1.154748804409719121e+01
6.320000207609096643e-01,1.216344929949995191e+01
6.330000207937591661e-01,1.178868629956001790e+01
6.340000208266087789e-01,1.190722407045453046e+01
6.350000208594583917e-01,1.327909265670709793e+01
6.360000208923077825e-01,1.304210769162655481e+01
6.370000209251573953e-01,1.164768686980383450e+01
6.380000209580070081e-01,1.317039026360386345e+01
6.390000209908565099e-01,1.304270624731100270e+01
6.400000210237060116e-01,1.351136622376995255e+01
6.410000210565555134e-01,1.406877703001640612e+01
6.420000210894051262e-01,1.584896385874493419e+01
6.430000211222546280e-01,1.427149613224441360e+01
6.440000211551041298e-01,1.428265716125069673e+01
6.450000211879537426e-01,1.236054143234258973e+01
6.460000212208032444e-01,1.169094685357128327e+01
6.470000212536527462e-01,1.281446891611822636e+01
6.480000212865023590e-01,1.178455071214348848e+01
6.490000213193518608e-01,1.232315076078821292e+01
6.500000213522014736e-01,1.319720223279260374e+01
6.510000213850509754e-01,1.144898755911504828e+01
6.520000214179004772e-01,1.069436911803718715e+01
6.530000214507500900e-01,1.015275512289307969e+01
6.540000214835995918e-01,1.049661784462602476e+01
6.550000215164490935e-01,9.545851573865657969e+00
6.560000215492987063e-01,9.324661218463550227e+00
6.570000215821482081e-01,1.027406876348791975e+01
6.580000216149977099e-01,1.033515418144136433e+01
6.590000216478472117e-01,1.018761089438214285e+01
6.600000216806968245e-01,9.632660490925042396e+00
6.610000217135464373e-01,1.000412507624752578e+01
6.620000217463958281e-01,1.126894439272441772e+01
6.630000217792454409e-01,1.411253357327207958e+01
6.640000218120950537e-01,1.591811403891640353e+01
6.650000218449445555e-01,1.749438237377653138e+01
6.660000218777940573e-01,1.804171453725246010e+01
6.670000219106435591e-01,1.885580900543146754e+01
6.680000219434931719e-01,1.560488236520135885e+01
6.690000219763427847e-01,1.652722327016421389e+01
6.700000220091921754e-01,1.673196240262415202e+01
6.710000220420417882e-01,1.865516001980121175e+01
6.720000220748912900e-01,1.848244406994990285e+01
6.730000221077407918e-01,1.813635839460942378e+01
6.740000221405904046e-01,1.632592119800027675e+01
6.750000221734399064e-01,1.705243674581297242e+01
6.760000222062895192e-01,1.727780769857502463e+01
6.770000222391390210e-01,1.812852354378746966e+01
6.780000222719885228e-01,1.666767213674906500e+01
6.790000223048381356e-01,1.609364980015114455e+01
6.800000223376876374e-01,1.576154919003535682e+01
6.810000223705371392e-01,1.580446288547526201e+01
6.820000224033867520e-01,1.532699991055849154e+01
6.830000224362362538e-01,1.632667229032290024e+01
6.840000224690858666e-01,1.439198691719521328e+01
6.850000225019352573e-01,1.150427289293150146e+01
6.860000225347848701e-01,1.316173246448621370e+01
6.870000225676344829e-01,1.205695984662350639e+01
6.880000226004839847e-01,1.124583442561150015e+01
6.890000226333334865e-01,1.107354141829737593e+01
6.900000226661830993e-01,9.337179560013257884e+00
6.910000226990326011e-01,9.169826151697318295e+00
6.920000227318821029e-01,1.023137668519674293e+01
6.930000227647316047e-01,8.916438719303608096e+00
6.940000227975812175e-01,9.540806611515359137e+00
6.950000228304308303e-01,9.363575355048709525e+00
6.960000228632802211e-01,1.051325190526231523e+01
6.970000228961298339e-01,9.423957897081674417e+00
6.980000229289793356e-01,1.024473397440526767e+01
6.990000229618289485e-01,1.012431010492919370e+01
7.000000229946784502e-01,1.108043373598832204e+01
7.010000230275279520e-01,1.263538338834586305e+01
7.020000230603775648e-01,1.374385730973911812e+01
7.030000230932271776e-01,1.322362455907607348e+01
7.040000231260765684e-01,1.648616446990142848e+01
7.050000231589261812e-01,1.533406175255702131e+01
7.060000231917756830e-01,1.667036263777701777e+01
7.070000232246251848e-01,1.936695656196694415e+01
7.080000232574747976e-01,1.724564762769088944e+01
7.090000232903242994e-01,1.817518049387900092e+01
7.100000233231739122e-01,1.782771681742039860e+01
7.110000233560233029e-01,1.798331364322069348e+01
7.120000233888729158e-01,1.748179158586903270e+01
7.130000234217225286e-01,1.750159342746988500e+01
7.140000234545720303e-01,1.599571896787808356e+01
7.150000234874215321e-01,1.551588880634975531e+01
7.160000235202711449e-01,1.692919186657269037e+01
7.170000235531206467e-01,1.643841445434502546e+01
7.180000235859702595e-01,1.684509123846212120e+01
7.190000236188196503e-01,1.743405132177559835e+01
7.200000236516692631e-01,1.753585663431746511e+01
7.210000236845188759e-01,1.809349410201594210e+01
7.220000237173682667e-01,1.782202435078443159e+01
7.230000237502178795e-01,1.662546701469828392e+01
7.240000237830673813e-01,1.691854714319415365e+01
7.250000238159169941e-01,1.652620351886119465e+01
7.260000238487664959e-01,1.751054222708294361e+01
7.270000238816159976e-01,1.886097761751808122e+01
7.280000239144656105e-01,1.776215701800323998e+01
7.290000239473152233e-01,2.081500155356408044e+01
7.300000239801646140e-01,2.111116327921644498e+01
7.310000240130142268e-01,2.156393469770098648e+01
7.320000240458637286e-01,1.950923329269206263e+01
7.330000240787133414e-01,1.853833852855056108e+01
7.340000241115628432e-01,1.692533836167800132e+01
7.350000241444123450e-01,1.683973960038127160e+01
7.360000241772619578e-01,1.616977182066245788e+01
7.370000242101114596e-01,1.438898815146857579e+01
7.380000242429609614e-01,1.437466757576696352e+01
7.390000242758105742e-01,1.423898185906418234e+01
7.400000243086600760e-01,1.236725447199423122e+01
7.410000243415095778e-01,1.311370387096538259e+01
7.420000243743591906e-01,1.347736450714374534e+01
7.430000244072086923e-01,1.439120156298532294e+01
7.440000244400583052e-01,1.325073028816328602e+01
7.450000244729076959e-01,1.452344785530986471e+01
7.460000245057573087e-01,1.396366090885605971e+01
7.470000245386069215e-01,1.366022882776763936e+01
7.480000245714564233e-01,1.321188302716155860e+01
7.490000246043059251e-01,1.362420892475057776e+01
7.500000246371554269e-01,1.278125137748921603e+01
7.510000246700050397e-01,1.185273843797054383e+01
7.520000247028546525e-01,1.358277247071578486e+01
7.530000247357040433e-01,1.405370346982067531e+01
7.540000247685536561e-01,1.283446460685203405e+01
7.550000248014032689e-01,1.331796374011030792e+01
7.560000248342526596e-01,1.324063285898289521e+01
7.570000248671022725e-01,1.230826920698979876e+01
7.580000248999517742e-01,1.147695313663936112e+01
7.590000249328013870e-01,1.202107484010182503e+01
7.600000249656508888e-01,1.187009422306415019e+01
7.610000249985003906e-01,1.097017917748973304e+01
7.620000250313500034e-01,1.193512619622013027e+01
7.630000250641995052e-01,1.319996392806690544e+01
7.640000250970490070e-01,1.346592276268551203e+01
7.650000251298986198e-01,1.452879466002352338e+01
7.660000251627481216e-01,1.549623689474353583e+01
7.670000251955977344e-01,1.633029578248592628e+01
7.680000252284471252e-01,1.567800429675156337e+01
7.690000252612967380e-01,1.444242010852237001e+01
7.700000252941463508e-01,1.626348189323536531e+01
7.710000253269957415e-01,1.463440670719110948e+01
7.720000253598453543e-01,1.501504900684724397e+01
7.730000253926949672e-01,1.391658654102381476e+01
7.740000254255444689e-01,1.467473839415890957e+01
7.750000254583939707e-01,1.538175377183731918e+01
7.760000254912434725e-01,1.311599833499541212e+01
7.770000255240930853e-01,1.349927169812450778e+01
7.780000255569426981e-01,1.229390239291877052e+01
7.790000255897920889e-01,1.400960769494674096e+01
7.800000256226417017e-01,1.661872149440995017e+01
7.810000256554912035e-01,1.621502254245467611e+01
7.820000256883408163e-01,1.901093031230148966e+01
7.830000257211903181e-01,1.835888742549076724e+01
7.840000257540398199e-01,1.776115365262876011e+01
7.850000257868894327e-01,1.790806629581139120e+01
7.860000258197390455e-01,1.671399824033791504e+01
7.870000258525884362e-01,1.837923171303643954e+01
7.880000258854380490e-01,1.823896762344635292e+01
7.890000259182875508e-01,1.719743514888051195e+01
7.900000259511370526e-01,1.692669547101291272e+01
7.910000259839866654e-01,1.933742642355765540e+01
7.920000260168361672e-01,1.675680801420434918e+01
7.930000260496857800e-01,1.522546435990316738e+01
7.940000260825351708e-01,1.373003783179669313e+01
7.950000261153847836e-01,1.339001900990749405e+01
7.960000261482343964e-01,1.427499857405410566e+01
7.970000261810838982e-01,1.468902705146395782e+01
7.980000262139334000e-01,1.341047873358101583e+01
7.990000262467830128e-01,1.379241371299961827e+01
8.000000262796325146e-01,1.362555912184061313e+01
8.010000263124821274e-01,1.377003851948419921e+01
8.020000263453315181e-01,1.303924403038095470e+01
8.030000263781811309e-01,1.197051229348512713e+01
8.040000264110307437e-01,1.059002272484938700e+01
8.050000264438801345e-01,1.105581967036545343e+01
8.060000264767297473e-01,1.110154551157212843e+01
8.070000265095792491e-01,1.181336104505554729e+01
8.080000265424288619e-01,1.151808642011440931e+01
8.090000265752783637e-01,1.159269160090652662e+01
8.100000266081278655e-01,1.057557300516752896e+01
8.110000266409774783e-01,9.771145566041930408e+00
8.120000266738270911e-01,9.893819114643010337e+00
8.130000267066764819e-01,9.551735840394824706e+00
8.140000267395260947e-01,1.000428598702370842e+01
8.150000267723755965e-01,9.701301981563149823e+00
8.160000268052252093e-01,1.014840171602687313e+01
8.170000268380747110e-01,1.133793386750453358e+01
8.180000268709242128e-01,1.115767040800668042e+01
8.190000269037738256e-01,1.133425587777649746e+01
8.200000269366232164e-01,1.114796777975886677e+01
8.210000269694728292e-01,1.200928366117076074e+01
8.220000270023224420e-01,1.344319443441850304e+01
8.230000270351719438e-01,1.258285056159470017e+01
8.240000270680214456e-01,1.195662500187490096e+01
8.250000271008710584e-01,1.375469754715378912e+01
8.260000271337205602e-01,1.454382927354161481e+01
8.270000271665701730e-01,1.394970648665781709e+01
8.280000271994195638e-01,1.211457959901592041e+01
8.290000272322691766e-01,1.179458002457412213e+01
8.300000272651187894e-01,1.129931258564489838e+01
8.310000272979682912e-01,1.199081348716509154e+01
8.320000273308177929e-01,1.224407947764225213e+01
8.330000273636672947e-01,1.163985719184085177e+01
8.340000273965169075e-01,1.270966618544598603e+01
8.350000274293665203e-01,1.160816053230477962e+01
8.360000274622159111e-01,1.177158236134830283e+01
8.370000274950655239e-01,1.257248485799303417e+01
8.380000275279151367e-01,1.199211810993235616e+01
8.390000275607645275e-01,1.192655699527862367e+01
8.400000275936141403e-01,1.265581880315576235e+01
8.410000276264636421e-01,1.202484731394100237e+01
8.420000276593132549e-01,1.181610495118359694e+01
8.430000276921627567e-01,1.267024646244693464e+01
8.440000277250122585e-01,1.222778684881325084e+01
8.450000277578618713e-01,1.184196753479578135e+01
8.460000277907113730e-01,1.193361251783109189e+01
8.470000278235608748e-01,1.200070960252630670e+01
8.480000278564104876e-01,1.311587296264166547e+01
8.490000278892599894e-01,1.283559201849806186e+01
8.500000279221096022e-01,1.398942203087615965e+01
8.510000279549591040e-01,1.389601962905821431e+01
8.520000279878086058e-01,1.384267723799842109e+01
8.530000280206582186e-01,1.391959283797148750e+01
8.540000280535076094e-01,1.516627873319185227e+01
8.550000280863572222e-01,1.435114739142282581e+01
8.560000281192068350e-01,1.668608018704373208e+01
8.570000281520563368e-01,1.714542479020363075e+01
8.580000281849058386e-01,1.735695031319994186e+01
8.590000282177553403e-01,1.551195034800301897e+01
8.600000282506049532e-01,1.405916587284115771e+01
8.610000282834545660e-01,1.358599082462734131e+01
8.620000283163039567e-01,1.335810726841192952e+01
8.630000283491535695e-01,1.284758585429795552e+01
8.640000283820031823e-01,1.106148400572989488e+01
8.650000284148526841e-01,1.064616958114090473e+01
8.660000284477021859e-01,1.169905536082849906e+01
8.670000284805516877e-01,1.116421576636726698e+01
8.680000285134013005e-01,1.113102677893296999e+01
8.690000285462509133e-01,1.099342144215745520e+01
8.700000285791003041e-01,9.995279534345163697e+00
8.710000286119499169e-01,9.834659323202235015e+00
8.720000286447994187e-01,9.738445309821775808e+00
8.730000286776489204e-01,9.897576627370012758e+00
8.740000287104985333e-01,9.409775087745090971e+00
8.750000287433480350e-01,1.056141789871506553e+01
8.760000287761976479e-01,1.109313324886014840e+01
8.770000288090471496e-01,1.036263664341050550e+01
8.780000288418966514e-01,1.001008115208160199e+01
8.790000288747462642e-01,9.338779968511968121e+00
8.800000289075957660e-01,1.067243773280310748e+01
8.810000289404452678e-01,1.101731410540244660e+01
8.820000289732948806e-01,1.059236878446451158e+01
8.830000290061443824e-01,1.174948012341973325e+01
8.840000290389939952e-01,1.188150566116485152e+01
8.850000290718433860e-01,1.213565697385188358e+01
8.860000291046929988e-01,1.193901807924684810e+01
8.870000291375426116e-01,1.103557676462523318e+01
8.880000291703920023e-01,1.303779490737895763e+01
8.890000292032416151e-01,1.335207072215115254e+01
8.900000292360912280e-01,1.540593236729422877e+01
8.910000292689407297e-01,1.550852444308658562e+01
8.920000293017902315e-01,1.409048721472931121e+01
8.930000293346397333e-01,1.615368981914970448e+01
8.940000293674893461e-01,1.652049637675616367e+01
8.950000294003389589e-01,1.854474661497909693e+01
8.960000294331883497e-01,1.711313884328033907e+01
8.970000294660379625e-01,1.612533207347693320e+01
8.980000294988874643e-01,1.629351010474739070e+01
8.990000295317370771e-01,1.614228588609666204e+01
9.000000295645865789e-01,1.643351036473988103e+01
9.010000295974360807e-01,1.825348882527633165e+01
9.020000296302856935e-01,1.865652293439243792e+01
9.030000296631353063e-01,1.776207520551950836e+01
9.040000296959846970e-01,1.822593246046067961e+01
9.050000297288343099e-01,1.842734186306239863e+01
9.060000297616838116e-01,1.954726627919044546e+01
9.070000297945333134e-01,2.155868739472717266e+01
9.080000298273829262e-01,1.958519958497383584e+01
9.090000298602324280e-01,2.023353686837202048e+01
9.100000298930820408e-01,1.998867457772897538e+01
9.110000299259314316e-01,2.145266857301026420e+01
9.120000299587810444e-01,1.963070894525941412e+01
9.130000299916306572e-01,2.041506457941589048e+01
9.140000300244801590e-01,1.975148433198187803e+01
9.150000300573296608e-01,1.962563689199028971e+01
9.160000300901792736e-01,1.885790704996563960e+01
9.170000301230287754e-01,1.819379983958602054e+01
9.180000301558783882e-01,1.908929628808403578e+01
9.190000301887277789e-01,1.726053635303582823e+01
9.200000302215773917e-01,1.779767587230669434e+01
9.210000302544270046e-01,1.840266267647073306e+01
9.220000302872763953e-01,1.837995810040126443e+01
9.230000303201260081e-01,1.910470138005210217e+01
9.240000303529755099e-01,1.856837064012810856e+01
9.250000303858251227e-01,1.791197810109815691e+01
9.260000304186746245e-01,1.977955433138243180e+01
9.270000304515241263e-01,1.919573025825103940e+01
9.280000304843737391e-01,1.878593688755675828e+01
9.290000305172233519e-01,1.719445200648056016e+01
9.300000305500727427e-01,1.886041081374608197e+01
9.310000305829223555e-01,1.859457089034917132e+01
9.320000306157718573e-01,1.776761099524479448e+01
9.330000306486214701e-01,1.719524697894951970e+01
9.340000306814709718e-01,1.646579989980048708e+01
9.350000307143204736e-01,1.764984888981419076e+01
9.360000307471700864e-01,1.823837213859314943e+01
9.370000307800194772e-01,1.870205785904166262e+01
9.380000308128690900e-01,1.770276767682299379e+01
9.390000308457187028e-01,1.578100093235811130e+01
9.400000308785682046e-01,1.597740989255637167e+01
9.410000309114177064e-01,1.705394016957350800e+01
9.420000309442673192e-01,1.558372689959584356e+01
9.430000309771168210e-01,1.500676570913655006e+01
9.440000310099664338e-01,1.627222884549288295e+01
9.450000310428158246e-01,1.434197837683910670e+01
9.460000310756654374e-01,1.593526140940861069e+01
9.470000311085150502e-01,1.532257763861369959e+01
9.480000311413645520e-01,1.671691415774834155e+01
9.490000311742140537e-01,1.882628708654583249e+01
9.500000312070635555e-01,1.956358042124827179e+01
9.510000312399131683e-01,1.945542066758092759e+01
9.520000312727627811e-01,1.816120370942979534e+01
9.530000313056121719e-01,1.712351231886069414e+01
9.540000313384617847e-01,1.735349884727083491e+01
9.550000313713113975e-01,1.791860460352664219e+01
9.560000314041607883e-01,1.701405438541450366e+01
9.570000314370104011e-01,1.731073007224582838e+01
9.580000314698599029e-01,1.697396930491617439e+01
9.590000315027095157e-01,1.754290341917944573e+01
9.600000315355590175e-01,1.905126013350009728e+01
9.610000315684085193e-01,1.692943070076419687e+01
9.620000316012581321e-01,1.656647763157945263e+01
9.630000316341076338e-01,1.580353353416760953e+01
9.640000316669571356e-01,1.719442337484441907e+01
9.650000316998067484e-01,1.726656905000196218e+01
9.660000317326562502e-01,1.873081212527673145e+01
9.670000317655058630e-01,1.870667375342962302e+01
9.680000317983553648e-01,1.807238739377334724e+01
9.690000318312048666e-01,1.779586378549018733e+01
9.700000318640544794e-01,1.788951265985170025e+01
9.710000318969038702e-01,1.860534018537180145e+01
9.720000319297534830e-01,1.847660075895694121e+01
9.730000319626030958e-01,1.901204956104967536e+01
9.740000319954525976e-01,1.895922323659475239e+01
9.750000320283020994e-01,2.011688435892786941e+01
9.760000320611516011e-01,1.995521956981701805e+01
9.770000320940012140e-01,1.559409099034606783e+01
9.780000321268508268e-01,1.666317281878684042e+01
9.790000321597002175e-01,1.620561245473924572e+01
9.800000321925498303e-01,1.809125458891646687e+01
9.810000322253994431e-01,1.645296874490959027e+01
9.820000322582489449e-01,1.596816013133908285e+01
9.830000322910984467e-01,1.527695303522278536e+01
9.840000323239479485e-01,1.624672880477491432e+01
9.850000323567975613e-01,1.488968336592956732e+01
9.860000323896470631e-01,1.519093813710669849e+01
9.870000324224965649e-01,1.483804904489146459e+01
9.880000324553461777e-01,1.520902248642321197e+01
9.890000324881956795e-01,1.647999936515275721e+01
9.900000325210451813e-01,1.797542503480215714e+01
9.910000325538947941e-01,1.903174516341600864e+01
9.920000325867442958e-01,1.992410018934356231e+01
9.930000326195939087e-01,1.744674399182020963e+01
9.940000326524434104e-01,1.703165497794945793e+01
9.950000326852929122e-01,1.556446665817991182e+01
9.960000327181425250e-01,1.749890940482716317e+01
9.970000327509920268e-01,1.752229385504378101e+01
9.980000327838415286e-01,1.622433448202013295e+01
9.990000328166911414e-01,1.528036656044919361e+01
1.000000032849540643e+00,1.396996075121685443e+01
1.001000032882390256e+00,1.591420431042814876e+01
1.002000032915239647e+00,1.407173130454142473e+01
1.003000032948089260e+00,1.392290754514944062e+01
1.004000032980938872e+00,1.285776504148354427e+01
1.005000033013788263e+00,1.390162568817854449e+01
1.006000033046637876e+00,1.644325733976355508e+01
1.007000033079487489e+00,1.718466433808516314e+01
1.008000033112336880e+00,1.584502481766135595e+01
1.009000033145186492e+00,1.621221665285548852e+01
1.010000033178036105e+00,1.507460063797100780e+01
1.011000033210885496e+00,1.629902941769161373e+01
1.012000033243735109e+00,1.535210656197033252e+01
1.013000033276584722e+00,1.451194270353042448e+01
1.014000033309434334e+00,1.507306093784849388e+01
1.015000033342283725e+00,1.405917952497300227e+01
1.016000033375133338e+00,1.481404954580858302e+01
1.017000033407982951e+00,1.441442724727075131e+01
1.018000033440832341e+00,1.550761506594358963e+01
1.019000033473681954e+00,1.338979810636961965e+01
1.020000033506531567e+00,1.303708351664811715e+01
1.021000033539380958e+00,1.443622588335338008e+01
1.022000033572230571e+00,1.269978430064829134e+01
1.023000033605079961e+00,1.232826830393289086e+01
1.024000033637929574e+00,1.434403992300712538e+01
1.025000033670779187e+00,1.642286275454668498e+01
1.026000033703628800e+00,1.661711192898965095e+01
1.027000033736478191e+00,1.458613245200495712e+01
1.028000033769327803e+00,1.537403844109353734e+01
1.029000033802177416e+00,1.539220342955677623e+01
1.030000033835026807e+00,1.533222178522197510e+01
1.031000033867876420e+00,1.550308675721021956e+01
1.032000033900725811e+00,1.437821106329469956e+01
1.033000033933575423e+00,1.436674704731379748e+01
1.034000033966425036e+00,1.276155519447669384e+01
1.035000033999274649e+00,1.263941810454031689e+01
1.036000034032124262e+00,1.442690158775916665e+01
1.037000034064973431e+00,1.608342101992075612e+01
1.038000034097823043e+00,1.739318922571895953e+01
1.039000034130672656e+00,1.484029571491540977e+01
1.040000034163522269e+00,1.622498832568474825e+01
1.041000034196371882e+00,1.780877408854980004e+01
1.042000034229221495e+00,1.825377447701695033e+01
1.043000034262070885e+00,1.797351015782232508e+01
1.044000034294920498e+00,1.829565584708450032e+01
1.045000034327769889e+00,1.870887148373659770e+01
1.046000034360619502e+00,2.108971218016756666e+01
1.047000034393469114e+00,2.236320933677887979e+01
1.048000034426318505e+00,2.385639663498574237e+01
1.049000034459168118e+00,2.188461785486050104e+01
1.050000034492017731e+00,2.094552486909748978e+01
1.051000034524867344e+00,2.195155822485466146e+01
1.052000034557716734e+00,2.339169577010645540e+01
1.053000034590566125e+00,2.286408658046243403e+01
1.054000034623415738e+00,2.396082935733754127e+01
1.055000034656265351e+00,2.236548420992400210e+01
1.056000034689114964e+00,2.138880863269906740e+01
1.057000034721964576e+00,2.134011704283498290e+01
1.058000034754813967e+00,1.970145647656782373e+01
1.059000034787663580e+00,2.185532598952231709e+01
1.060000034820512971e+00,2.190584304038659624e+01
1.061000034853362584e+00,2.238829448835836899e+01
1.062000034886212196e+00,2.257792290000386615e+01
1.063000034919061587e+00,2.042514801357180687e+01
1.064000034951911200e+00,1.999263339058438049e+01
1.065000034984760813e+00,2.151307830012288846e+01
1.066000035017610426e+00,2.096560960477746960e+01
1.067000035050460038e+00,2.140457560376561830e+01
1.068000035083309429e+00,2.209378047116862831e+01
1.069000035116158820e+00,2.060367085729545522e+01
1.070000035149008433e+00,1.780919541449112842e+01
1.071000035181858046e+00,1.666907909524768883e+01
1.072000035214707658e+00,1.615081886694299129e+01
1.073000035247557271e+00,1.633255991547023456e+01
1.074000035280406662e+00,1.610951209809995532e+01
1.075000035313256053e+00,1.569891002541983482e+01
1.076000035346105665e+00,1.421853429641213751e+01
1.077000035378955278e+00,1.241237295054655299e+01
1.078000035411804891e+00,1.278208703054868955e+01
1.079000035444654282e+00,1.405425615880188595e+01
1.080000035477503895e+00,1.367108246004877259e+01
1.081000035510353507e+00,1.373780891503429658e+01
1.082000035543203120e+00,1.538715823879993572e+01
1.083000035576052511e+00,1.481073199574429999e+01
1.084000035608901902e+00,1.431369298426105452e+01
1.085000035641751515e+00,1.302821152524872694e+01
1.086000035674601127e+00,1.359636782360200158e+01
1.087000035707450740e+00,1.274162454810121048e+01
1.088000035740300353e+00,1.204623032443624631e+01
1.089000035773149744e+00,1.347466011822185727e+01
1.090000035805999135e+00,1.213639617335534382e+01
1.091000035838848747e+00,1.260421060911139257e+01
1.092000035871698360e+00,1.315649337675835895e+01
1.093000035904547973e+00,1.208065699906502921e+01
1.094000035937397586e+00,1.198237914716715480e+01
1.095000035970246977e+00,1.187983558527173145e+01
1.096000036003096589e+00,1.133266515778723793e+01
1.097000036035946202e+00,1.221259965769233169e+01
1.098000036068795593e+00,1.163017103086260207e+01
1.099000036101645206e+00,1.208799003774655922e+01
1.100000036134494596e+00,1.155279647598501924e+01
1.101000036167344209e+00,1.358517379126300995e+01
1.102000036200193822e+00,1.432383358999467937e+01
1.103000036233043435e+00,1.413027625538527232e+01
1.104000036265893048e+00,1.501984189192512353e+01
1.105000036298742216e+00,1.691559067097393054e+01
1.106000036331591829e+00,1.882715082676883256e+01
1.107000036364441442e+00,1.931345294942633117e+01
1.108000036397291055e+00,2.089420515368463427e+01
1.109000036430140668e+00,1.890924856115147890e+01
1.110000036462990058e+00,1.743078597617802217e+01
1.111000036495839671e+00,1.716712820006994278e+01
1.112000036528689284e+00,1.818617409587796985e+01
1.113000036561538675e+00,1.791514992575461207e+01
1.114000036594388288e+00,1.862258678608246854e+01
1.115000036627237678e+00,2.010155892935477340e+01
1.116000036660087291e+00,2.031436197698642943e+01
1.117000036692936904e+00,2.042405225274897873e+01
1.118000036725786517e+00,2.063191836341192698e+01
1.119000036758636130e+00,2.062807382124595179e+01
1.120000036791485520e+00,1.862463155605354714e+01
1.121000036824334911e+00,1.938625683708157155e+01
1.122000036857184524e+00,1.910456038819204849e+01
1.123000036890034137e+00,1.931561143551991222e+01
1.124000036922883750e+00,1.834627075811869901e+01
1.125000036955733362e+00,1.988377243326095112e+01
1.126000036988582753e+00,1.895275028305244192e+01
1.127000037021432366e+00,1.738885287622204601e+01
1.128000037054281757e+00,1.802778489407066331e+01
1.129000037087131370e+00,1.864670678611985721e+01
1.130000037119980982e+00,1.875291902112506293e+01
1.131000037152830373e+00,1.696985437664632812e+01
1.132000037185679986e+00,1.585438515872274401e+01
1.133000037218529599e+00,1.599946465050470401e+01
1.134000037251379212e+00,1.491806265438435908e+01
1.135000037284228602e+00,1.538212005192131038e+01
1.136000037317077993e+00,1.415063370931686393e+01
1.137000037349927606e+00,1.348432151535365620e+01
1.138000037382777219e+00,1.430628230963796454e+01
1.139000037415626831e+00,1.484494542145179707e+01
1.140000037448476444e+00,1.327911350437918081e+01
1.141000037481325835e+00,1.198308654195579237e+01
1.142000037514175448e+00,1.116179282323357924e+01
1.143000037547024839e+00,1.238647291036700615e+01
1.144000037579874451e+00,1.220204468484861771e+01
1.145000037612724064e+00,1.110721413998405893e+01
1.146000037645573677e+00,1.147588376665688692e+01
1.147000037678423068e+00,9.712571476416389515e+00
1.148000037711272681e+00,1.036404185055302918e+01
1.149000037744122293e+00,9.478975036597082848e+00
1.150000037776971684e+00,8.936530130428488761e+00
1.151000037809821297e+00,9.214378421861439961e+00
1.152000037842670688e+00,1.019456707280393282e+01
1.153000037875520301e+00,1.086246008475795222e+01
1.154000037908369913e+00,1.125871737448020049e+01
1.155000037941219526e+00,1.164474538249305446e+01
1.156000037974069139e+00,1.048650501773671628e+01
1.157000038006918530e+00,1.014879108690594300e+01
1.158000038039767920e+00,1.030589100198831076e+01
1.159000038072617533e+00,1.108438870277618982e+01
1.160000038105467146e+00,1.126382024860868647e+01
1.161000038138316759e+00,1.010687319935079742e+01
1.162000038171166150e+00,1.021592635612044830e+01
1.163000038204015762e+00,1.182666513468796232e+01
