time_ns,max_internal_distance_A
5.300000174102565548e-02,3.163691213432218063e+01
5.400000177387519890e-02,3.364466399075121217e+01
5.500000180672473538e-02,3.302776647513030639e+01
5.600000183957427186e-02,3.077130331050610934e+01
5.700000187242381527e-02,3.211287453608463949e+01
5.800000190527335869e-02,3.520835548627317024e+01
5.900000193812290211e-02,3.471736829357053722e+01
6.000000197097243859e-02,3.417854653647636098e+01
6.100000200382197507e-02,3.348328960357376616e+01
6.200000203667151849e-02,3.400989823604245998e+01
6.300000206952105497e-02,4.122964473852074718e+01
6.400000210237059839e-02,3.857711693458937674e+01
6.500000213522014181e-02,3.828679857126542174e+01
6.600000216806968523e-02,3.600753066671055791e+01
6.700000220091922865e-02,3.403518712794512879e+01
6.800000223376877206e-02,2.754923470834637911e+01
6.900000226661831548e-02,3.233710048805637172e+01
7.000000229946784502e-02,3.386352449419722888e+01
7.100000233231737456e-02,3.086663583099285546e+01
7.200000236516691798e-02,3.950879483795423397e+01
7.300000239801646140e-02,3.936128045819923926e+01
7.400000243086600482e-02,3.920955440872872089e+01
7.500000246371554824e-02,3.934012010203941401e+01
7.600000249656509166e-02,4.381434040842347599e+01
7.700000252941463508e-02,4.603520040957631210e+01
7.800000256226416462e-02,4.925967948636942850e+01
7.900000259511370804e-02,5.313127512788153695e+01
8.000000262796325146e-02,4.710503389411977082e+01
8.100000266081279487e-02,4.911888839373561666e+01
8.200000269366233829e-02,4.670584435751672459e+01
8.300000272651188171e-02,4.349774761594874661e+01
8.400000275936141125e-02,4.011605410720946452e+01
8.500000279221095467e-02,4.561769397817417371e+01
8.600000282506049809e-02,4.029548547220120724e+01
8.700000285791002763e-02,3.881997385302219783e+01
8.800000289075957105e-02,4.009788283809482579e+01
8.900000292360911447e-02,4.368058272575682821e+01
9.000000295645865789e-02,4.775578040793111967e+01
9.100000298930820131e-02,4.943399511363730880e+01
9.200000302215774473e-02,4.931124888251615346e+01
9.300000305500728814e-02,4.404280062583764987e+01
9.400000308785683156e-02,5.207938042088221664e+01
9.500000312070636110e-02,5.397092679977951946e+01
9.600000315355589064e-02,5.807155137621453633e+01
9.700000318640543406e-02,6.126992814382919050e+01
9.800000321925497748e-02,5.880480044558581909e+01
9.900000325210452090e-02,5.032218163929638877e+01
1.000000032849540643e-01,4.975002845269637675e+01
1.010000033178036077e-01,4.837070412640687067e+01
1.020000033506531512e-01,4.762153817766034081e+01
1.030000033835026807e-01,3.866988842142576743e+01
1.040000034163522241e-01,3.390251013588202511e+01
1.050000034492017675e-01,4.010752186377814610e+01
1.060000034820513110e-01,3.799704736358717128e+01
1.070000035149008544e-01,3.714811893402698217e+01
1.080000035477503978e-01,3.800859913368892506e+01
1.090000035805999273e-01,4.158556972226351434e+01
1.100000036134494708e-01,3.758550298811226043e+01
1.110000036462990003e-01,4.124928453629718206e+01
1.120000036791485437e-01,4.121490911196666218e+01
1.130000037119980871e-01,3.617592063171114347e+01
1.140000037448476305e-01,4.545418752884769731e+01
1.150000037776971740e-01,4.513091356998154424e+01
1.160000038105467174e-01,4.394293668453689605e+01
1.170000038433962608e-01,4.295278679696588853e+01
1.180000038762458042e-01,4.766758008546603520e+01
1.190000039090953476e-01,4.796197536887347468e+01
1.200000039419448772e-01,4.438697622661129571e+01
1.210000039747944206e-01,4.671078007002158472e+01
1.220000040076439501e-01,4.302783337633129435e+01
1.230000040404934936e-01,4.305271633370130502e+01
1.240000040733430370e-01,3.962406949908400122e+01
1.250000041061925804e-01,3.847332739778577348e+01
1.260000041390421099e-01,3.605561119245913204e+01
1.270000041718916672e-01,3.547975574499230333e+01
1.280000042047411968e-01,3.795297021548087457e+01
1.290000042375907263e-01,3.921971761762926434e+01
1.300000042704402836e-01,4.265797673855502126e+01
1.310000043032898132e-01,4.614959464790454291e+01
1.320000043361393705e-01,4.299138540902940520e+01
1.330000043689889000e-01,4.582781523036483406e+01
1.340000044018384573e-01,4.873892792328282297e+01
1.350000044346879868e-01,4.410588727199208137e+01
1.360000044675375441e-01,4.352592863652824207e+01
1.370000045003870737e-01,4.960510777060515863e+01
1.380000045332366310e-01,4.202969778265721601e+01
1.390000045660861605e-01,4.156142539758832299e+01
1.400000045989356900e-01,3.926574985298618969e+01
1.410000046317852196e-01,3.702728913216674300e+01
1.420000046646347491e-01,4.057901897292011739e+01
1.430000046974843064e-01,4.314101332274178446e+01
1.440000047303338360e-01,4.132603448901709697e+01
1.450000047631833933e-01,4.154304587266558713e+01
1.460000047960329228e-01,4.178695667014593340e+01
1.470000048288824801e-01,4.147552878780885521e+01
1.480000048617320096e-01,4.088858680230007536e+01
1.490000048945815669e-01,3.883390961351384618e+01
1.500000049274310965e-01,3.663029861778116469e+01
1.510000049602806538e-01,3.563184353634704138e+01
1.520000049931301833e-01,4.279899796994340022e+01
1.530000050259797406e-01,4.447652385445717726e+01
1.540000050588292702e-01,4.324354610122352227e+01
1.550000050916787997e-01,4.942200418765367687e+01
1.560000051245283292e-01,4.857678415340890155e+01
1.570000051573778588e-01,4.318488565848860361e+01
1.580000051902274161e-01,3.532658716777211083e+01
1.590000052230769456e-01,3.709113505550068624e+01
1.600000052559265029e-01,4.023029280529624430e+01
1.610000052887760325e-01,3.823756913224664800e+01
1.620000053216255897e-01,4.460665486528510826e+01
1.630000053544751193e-01,4.106946112477572086e+01
1.640000053873246766e-01,4.326434539887100073e+01
1.650000054201742061e-01,4.241406098658265478e+01
1.660000054530237634e-01,3.313126413436328477e+01
1.670000054858732930e-01,3.317562334756482301e+01
1.680000055187228225e-01,3.782489677461776267e+01
1.690000055515723798e-01,4.164076187118654815e+01
1.700000055844219093e-01,3.868198648579121368e+01
1.710000056172714666e-01,3.711507239405062819e+01
1.720000056501209962e-01,4.477988872148514332e+01
1.730000056829705257e-01,4.657156736141259756e+01
1.740000057158200553e-01,4.300677969651860622e+01
1.750000057486696126e-01,4.830667218392591877e+01
1.760000057815191421e-01,4.512850190173865172e+01
1.770000058143686994e-01,4.332855553589589448e+01
1.780000058472182289e-01,4.494262038112908186e+01
1.790000058800677862e-01,4.405162963611747529e+01
1.800000059129173158e-01,4.337626434312700496e+01
1.810000059457668453e-01,4.198360438669776329e+01
1.820000059786164026e-01,4.846103321454261703e+01
1.830000060114659322e-01,4.642723134520729644e+01
1.840000060443154895e-01,6.268638107295900852e+01
1.850000060771650190e-01,5.918973016457294278e+01
1.860000061100145763e-01,5.368178909653441622e+01
1.870000061428641058e-01,4.233531606783247980e+01
1.880000061757136631e-01,4.533301573240223803e+01
1.890000062085631649e-01,4.554484549870895904e+01
1.900000062414127222e-01,4.607049614491256051e+01
1.910000062742622517e-01,5.142521409139175148e+01
1.920000063071117813e-01,4.762523365076231130e+01
1.930000063399613386e-01,5.343963806984785236e+01
1.940000063728108681e-01,5.109993131742677974e+01
1.950000064056604254e-01,5.194616074308783737e+01
1.960000064385099550e-01,5.373589088461555008e+01
1.970000064713595123e-01,4.893462726306331234e+01
1.980000065042090418e-01,5.145660401261349648e+01
1.990000065370585991e-01,5.794415852908888098e+01
2.000000065699081286e-01,6.197641647326366865e+01
2.010000066027576859e-01,5.072537910724923904e+01
2.020000066356072155e-01,4.904622881292725367e+01
2.030000066684567728e-01,4.777726224640739616e+01
2.040000067013063023e-01,5.486793761253524337e+01
2.050000067341558041e-01,6.568526050743652434e+01
2.060000067670053614e-01,6.657597174537583840e+01
2.070000067998548909e-01,6.188169682235974278e+01
2.080000068327044482e-01,6.105610954318210304e+01
2.090000068655539778e-01,6.362802344753496442e+01
2.100000068984035351e-01,5.775399564091258497e+01
2.110000069312530646e-01,5.418201834508561632e+01
2.120000069641026219e-01,4.261992586460646493e+01
2.130000069969521515e-01,4.837679940943165491e+01
2.140000070298017087e-01,4.783193455522690840e+01
2.150000070626512383e-01,4.270142476427619016e+01
2.160000070955007956e-01,4.152970377526563084e+01
2.170000071283503251e-01,4.141982779052293751e+01
2.180000071611998547e-01,3.678062799267343053e+01
2.190000071940494120e-01,3.804588154467545280e+01
2.200000072268989415e-01,3.452320672037039628e+01
2.210000072597484988e-01,3.317992761194007301e+01
2.220000072925980006e-01,3.310098305196145674e+01
2.230000073254475579e-01,3.552885904437429332e+01
2.240000073582970874e-01,3.251218963027390885e+01
2.250000073911466447e-01,3.478028630443831304e+01
2.260000074239961743e-01,3.715506699144323477e+01
2.270000074568457316e-01,3.877954587403831965e+01
2.280000074896952611e-01,3.535012735615389090e+01
2.290000075225448184e-01,3.843111792801275328e+01
2.300000075553943479e-01,4.629256295274200994e+01
2.310000075882438775e-01,4.634101924658180138e+01
2.320000076210934348e-01,5.136351136234542025e+01
2.330000076539429643e-01,4.699868851333604880e+01
2.340000076867925216e-01,5.286371151251122313e+01
2.350000077196420512e-01,5.303110702720091041e+01
2.360000077524916084e-01,4.905911449152713288e+01
2.370000077853411380e-01,4.983773005011770607e+01
2.380000078181906953e-01,5.779958028875377352e+01
2.390000078510401971e-01,5.731156745782303119e+01
2.400000078838897544e-01,5.474493619561712876e+01
2.410000079167392839e-01,5.697767350617256454e+01
2.420000079495888412e-01,5.503586956669806085e+01
2.430000079824383707e-01,5.674162161102558599e+01
2.440000080152879003e-01,5.640353481116117251e+01
2.450000080481374576e-01,6.090595396090557756e+01
2.460000080809869871e-01,5.072569001707592662e+01
2.470000081138365444e-01,5.070915190622807245e+01
2.480000081466860740e-01,5.774135495826582343e+01
2.490000081795356313e-01,5.983998971104233533e+01
2.500000082123851608e-01,5.966602778846115740e+01
2.510000082452347181e-01,6.074989105545008528e+01
2.520000082780842199e-01,5.657633720150712264e+01
2.530000083109337772e-01,4.890038101243141000e+01
2.540000083437833345e-01,4.980413104165499760e+01
2.550000083766328918e-01,5.847070908075374263e+01
2.560000084094823936e-01,5.431490538234941567e+01
2.570000084423319509e-01,5.322264723289431032e+01
2.580000084751814526e-01,4.477395285422154814e+01
2.590000085080310654e-01,4.970493648136673670e+01
2.600000085408805672e-01,4.671972044212980535e+01
2.610000085737301245e-01,5.010594906631509104e+01
2.620000086065796263e-01,4.699077041905030683e+01
2.630000086394291836e-01,5.542458498599767580e+01
2.640000086722787409e-01,5.389099351741458577e+01
2.650000087051282427e-01,5.310015948106664752e+01
2.660000087379778000e-01,4.968342092290343714e+01
2.670000087708273573e-01,4.643749731060889729e+01
2.680000088036769146e-01,4.215356541748474939e+01
2.690000088365264164e-01,4.195146180089050603e+01
2.700000088693759737e-01,3.893082923424321962e+01
2.710000089022254754e-01,3.822461014859020878e+01
2.720000089350750883e-01,4.353943037759756152e+01
2.730000089679245900e-01,3.951674189212363331e+01
2.740000090007741473e-01,4.073513615883204153e+01
2.750000090336236491e-01,4.896642266684552425e+01
2.760000090664732619e-01,5.535401128464190634e+01
2.770000090993227637e-01,5.216611081023985008e+01
2.780000091321723210e-01,5.380598362253082456e+01
2.790000091650218228e-01,5.324794780629916602e+01
2.800000091978713801e-01,5.064383623262965983e+01
2.810000092307209374e-01,4.284907303759408137e+01
2.820000092635704392e-01,3.893866123646579069e+01
2.830000092964199965e-01,4.237363193275849227e+01
2.840000093292694983e-01,4.385723759547541079e+01
2.850000093621191111e-01,4.821588823025079051e+01
2.860000093949686129e-01,4.679062879961260535e+01
2.870000094278181701e-01,4.343648473105602648e+01
2.880000094606676719e-01,4.249488778043350834e+01
2.890000094935172847e-01,4.600819980556007494e+01
2.900000095263667865e-01,4.650580153069476808e+01
2.910000095592163438e-01,3.952773476157705801e+01
2.920000095920658456e-01,4.277048028278150582e+01
2.930000096249154584e-01,4.280314794211520280e+01
2.940000096577649602e-01,4.443670367198531324e+01
2.950000096906145175e-01,4.145768653474103616e+01
2.960000097234640193e-01,3.587253850548197676e+01
2.970000097563135211e-01,3.459762424994907093e+01
2.980000097891631339e-01,3.439849410692523435e+01
2.990000098220126357e-01,3.266012025483563264e+01
3.000000098548621930e-01,3.013041393774098253e+01
3.010000098877116947e-01,2.980836701006915490e+01
3.020000099205613076e-01,3.280076040476546240e+01
3.030000099534108093e-01,3.234223174600534634e+01
3.040000099862603666e-01,3.036341011700470460e+01
3.050000100191098684e-01,2.655806829121561918e+01
3.060000100519594812e-01,2.739745092401668103e+01
3.070000100848089830e-01,3.039143650508879091e+01
3.080000101176585403e-01,3.821442886410303430e+01
3.090000101505080421e-01,3.956646561518805782e+01
3.100000101833575994e-01,3.892779632746616869e+01
3.110000102162071567e-01,3.783879141364183596e+01
3.120000102490566585e-01,3.501221307877219147e+01
3.130000102819062158e-01,3.567661793727764774e+01
3.140000103147557176e-01,3.400268352975670183e+01
3.150000103476053304e-01,3.394432393829719530e+01
3.160000103804548321e-01,3.704054220083524740e+01
3.170000104133043894e-01,3.298675799712179213e+01
3.180000104461538912e-01,3.658940433748502130e+01
3.190000104790035040e-01,3.170433097825521074e+01
3.200000105118530058e-01,2.749345933716275070e+01
3.210000105447025631e-01,2.591535669099971173e+01
3.220000105775520649e-01,3.094465432957920470e+01
3.230000106104016222e-01,3.154802137661751971e+01
3.240000106432511795e-01,2.829657597021719795e+01
3.250000106761007368e-01,3.013762788098127743e+01
3.260000107089502386e-01,2.679730792663768923e+01
3.270000107417997959e-01,3.060172235335472735e+01
3.280000107746493532e-01,3.366811395933024897e+01
3.290000108074988550e-01,3.625051623640800358e+01
3.300000108403484123e-01,3.946025038216591696e+01
3.310000108731979140e-01,3.441472970209753157e+01
3.320000109060475268e-01,3.638034797954856714e+01
3.330000109388970286e-01,4.691635210321685889e+01
3.340000109717465859e-01,4.900789253860299510e+01
3.350000110045960877e-01,4.640712548503822177e+01
3.360000110374456450e-01,4.308930406055201701e+01
3.370000110702952023e-01,3.525468893292162420e+01
3.380000111031447596e-01,3.969921836114173885e+01
3.390000111359942614e-01,3.831236390910225253e+01
3.400000111688438187e-01,3.708267565076489092e+01
3.410000112016933760e-01,4.095346160217058440e+01
3.420000112345429333e-01,4.893027183868018426e+01
3.430000112673924351e-01,4.050465116469079163e+01
3.440000113002419924e-01,5.054151938704267621e+01
3.450000113330915497e-01,5.701220076969590167e+01
3.460000113659410514e-01,5.456126030374044689e+01
3.470000113987906087e-01,5.402141041967463764e+01
3.480000114316401105e-01,4.777435397681303186e+01
3.490000114644896678e-01,5.115500342945853163e+01
3.500000114973392251e-01,4.966634461949700352e+01
3.510000115301887824e-01,5.550559086590413926e+01
3.520000115630382842e-01,5.600818610707339928e+01
3.530000115958878415e-01,5.461309152421126356e+01
3.540000116287373988e-01,4.842434815001430337e+01
3.550000116615869561e-01,5.009685513660479472e+01
3.560000116944364579e-01,5.002041699359731552e+01
3.570000117272860152e-01,5.419533778419057768e+01
3.580000117601355725e-01,5.771332681110780527e+01
3.590000117929851298e-01,5.395650627689408196e+01
3.600000118258346316e-01,5.209273139581669199e+01
3.610000118586841333e-01,5.290246795965452264e+01
3.620000118915336906e-01,5.330693720297487914e+01
3.630000119243832479e-01,4.906040321563440187e+01
3.640000119572328052e-01,4.772111942109998495e+01
3.650000119900823070e-01,4.446199827169712648e+01
3.660000120229318643e-01,4.567788978557648960e+01
3.670000120557814216e-01,4.778152849120464651e+01
3.680000120886309789e-01,4.410951849413848436e+01
3.690000121214804807e-01,4.631478878595483195e+01
3.700000121543300380e-01,4.709288415912031667e+01
3.710000121871795953e-01,4.870200117401974182e+01
3.720000122200291526e-01,4.872324921969619993e+01
3.730000122528786544e-01,5.112642881823385466e+01
3.740000122857282117e-01,4.958877062908788247e+01
3.750000123185777134e-01,5.576323567634251077e+01
3.760000123514273263e-01,6.014724633283022825e+01
3.770000123842768280e-01,5.847426978440621781e+01
3.780000124171263298e-01,5.873221511919233961e+01
3.790000124499758871e-01,6.154477288512160982e+01
3.800000124828254444e-01,6.570892008914054827e+01
3.810000125156750017e-01,6.074160277338167191e+01
3.820000125485245035e-01,5.957445169934377560e+01
3.830000125813740608e-01,6.397488270623811246e+01
3.840000126142235626e-01,6.462657241776868489e+01
3.850000126470731754e-01,5.745781061400442979e+01
3.860000126799226772e-01,5.187350091403384056e+01
3.870000127127722345e-01,4.810966491075192408e+01
3.880000127456217363e-01,5.071928755910810338e+01
3.890000127784713491e-01,5.621536576558138876e+01
3.900000128113208508e-01,5.408344707258445538e+01
3.910000128441704081e-01,4.720755016685596672e+01
3.920000128770199099e-01,4.742907833992061484e+01
3.930000129098695227e-01,4.554434473813805084e+01
3.940000129427190245e-01,4.060517022348785332e+01
3.950000129755685263e-01,3.530196475934077682e+01
3.960000130084180836e-01,4.260113751129262738e+01
3.970000130412675854e-01,4.470057486067734942e+01
3.980000130741171982e-01,4.639148319353773786e+01
3.990000131069667000e-01,3.781403680176957494e+01
4.000000131398162573e-01,3.834103456209110306e+01
4.010000131726657591e-01,3.737164708389462220e+01
4.020000132055153719e-01,4.146152054606537973e+01
4.030000132383648737e-01,4.712927052284219087e+01
4.040000132712144310e-01,4.556120372121724671e+01
4.050000133040639327e-01,5.110166647776163273e+01
4.060000133369135455e-01,5.722241019151068286e+01
4.070000133697630473e-01,4.841875090121228453e+01
4.080000134026126046e-01,5.687546788440661771e+01
4.090000134354621064e-01,5.341316016928115573e+01
4.100000134683116082e-01,5.093328833232043706e+01
4.110000135011612210e-01,5.177411620198289910e+01
4.120000135340107228e-01,5.151793302739874747e+01
4.130000135668602801e-01,5.202925864231200848e+01
4.140000135997097819e-01,5.515932500183272680e+01
4.150000136325593947e-01,5.657099546827159742e+01
4.160000136654088965e-01,6.107402879889456671e+01
4.170000136982584538e-01,5.892899441085256740e+01
4.180000137311079556e-01,6.720888864274357388e+01
4.190000137639575684e-01,6.766382454352743991e+01
4.200000137968070701e-01,6.040995229870437555e+01
4.210000138296566274e-01,5.819651859568961072e+01
4.220000138625061292e-01,5.996493470965326367e+01
4.230000138953556865e-01,5.724215171260041757e+01
4.240000139282052438e-01,5.225596782094589798e+01
4.250000139610548011e-01,5.163505682166762512e+01
4.260000139939043029e-01,5.314428079446615527e+01
4.270000140267538047e-01,5.099741477935143763e+01
4.280000140596034175e-01,5.546316692348874255e+01
4.290000140924529193e-01,5.439657562532061519e+01
4.300000141253024766e-01,5.635081681298309064e+01
4.310000141581519784e-01,5.849334470407308118e+01
4.320000141910015912e-01,5.520243805224555445e+01
4.330000142238510930e-01,6.060627751068663827e+01
4.340000142567006503e-01,5.916423924783138943e+01
4.350000142895501520e-01,5.460352396972903222e+01
4.360000143223997093e-01,5.240671330122817295e+01
4.370000143552492666e-01,5.213846301868949951e+01
4.380000143880988239e-01,5.271873538500842926e+01
4.390000144209483257e-01,5.111971050540488903e+01
4.400000144537978830e-01,4.449280057576136471e+01
4.410000144866474403e-01,4.227161583868545591e+01
4.420000145194969976e-01,4.068726936601443356e+01
4.430000145523464994e-01,4.335282279430155938e+01
4.440000145851960012e-01,4.783288757120866563e+01
4.450000146180456140e-01,4.636593744527413463e+01
4.460000146508951158e-01,4.032346250615657368e+01
4.470000146837446731e-01,4.261422678542938769e+01
4.480000147165941748e-01,4.139326645798249871e+01
4.490000147494437321e-01,4.536262721507895179e+01
4.500000147822932894e-01,4.658561451927751307e+01
4.510000148151428467e-01,4.097395386823060193e+01
4.520000148479923485e-01,4.623110563248794591e+01
4.530000148808419058e-01,4.777351824105706157e+01
4.540000149136914631e-01,3.322011292624826240e+01
4.550000149465410204e-01,3.599418959381657857e+01
4.560000149793905222e-01,3.765563893635916060e+01
4.570000150122400795e-01,3.341612987965082482e+01
4.580000150450896368e-01,3.661204598958298817e+01
4.590000150779391941e-01,3.406150901689818511e+01
4.600000151107886959e-01,3.650657509871421524e+01
4.610000151436381977e-01,4.186428558609134143e+01
4.620000151764877550e-01,4.487061285319119719e+01
4.630000152093373122e-01,4.579666851184506982e+01
4.640000152421868695e-01,4.322436423157233776e+01
4.650000152750363713e-01,4.102429629335099293e+01
4.660000153078859286e-01,4.535590564789900014e+01
4.670000153407354859e-01,4.331132796867119339e+01
4.680000153735850432e-01,4.008077504265597923e+01
4.690000154064345450e-01,3.536964329493626025e+01
4.700000154392841023e-01,3.429739133034595255e+01
4.710000154721336596e-01,3.765289385521342069e+01
4.720000155049832169e-01,3.374861755958753662e+01
4.730000155378327187e-01,3.862638966790188988e+01
4.740000155706822760e-01,4.719629801895968768e+01
4.750000156035317778e-01,4.834319631220252944e+01
4.760000156363813906e-01,4.345442009097409652e+01
4.770000156692308924e-01,4.527475643570997477e+01
4.780000157020803941e-01,5.024225291464804144e+01
4.790000157349299514e-01,4.345763210044597002e+01
4.800000157677795087e-01,4.536309155851020591e+01
4.810000158006290660e-01,4.363247164763927088e+01
4.820000158334785678e-01,3.994590455766671511e+01
4.830000158663281251e-01,4.126489913578564028e+01
4.840000158991776824e-01,4.605153326104229450e+01
4.850000159320272397e-01,4.175549848683539977e+01
4.860000159648767415e-01,4.490749764668107247e+01
4.870000159977262988e-01,4.541665187575726748e+01
4.880000160305758006e-01,4.512969823625899579e+01
4.890000160634254134e-01,4.823026255553057240e+01
4.900000160962749152e-01,4.509257289989733408e+01
4.910000161291244725e-01,3.964205388880841241e+01
4.920000161619739742e-01,4.135220858264683130e+01
4.930000161948235315e-01,4.407696687991059292e+01
4.940000162276730888e-01,4.158831118975865593e+01
4.950000162605225906e-01,4.040090596847102233e+01
4.960000162933721479e-01,4.567214892919896840e+01
4.970000163262217052e-01,4.124741602102002247e+01
4.980000163590712625e-01,4.032761704440463291e+01
4.990000163919207643e-01,3.925247974823805208e+01
5.000000164247703216e-01,3.584493937023055565e+01
5.010000164576198234e-01,3.748070626435030306e+01
5.020000164904694362e-01,3.792726049914044495e+01
5.030000165233189380e-01,4.006605695902695885e+01
5.040000165561684398e-01,4.018924531483587970e+01
5.050000165890180526e-01,3.878045831126512866e+01
5.060000166218675544e-01,3.707727026449138918e+01
5.070000166547171672e-01,3.534979115237465663e+01
5.080000166875666689e-01,3.453855368420185812e+01
5.090000167204161707e-01,3.220982868500482965e+01
5.100000167532657835e-01,3.518370451947635758e+01
5.110000167861152853e-01,3.514267725623677308e+01
5.120000168189647871e-01,3.462821934669319290e+01
5.130000168518143999e-01,3.125107227709395730e+01
5.140000168846639017e-01,3.546335676955965255e+01
5.150000169175134035e-01,3.154087604746690232e+01
5.160000169503629053e-01,3.727061199573439154e+01
5.170000169832125181e-01,3.902999602620072750e+01
5.180000170160621309e-01,3.888722916490295489e+01
5.190000170489115217e-01,3.252914522552450904e+01
5.200000170817611345e-01,3.517881210877853704e+01
5.210000171146107473e-01,3.548733881144875824e+01
5.220000171474602491e-01,3.495006294150283566e+01
5.230000171803097508e-01,3.606665324475775947e+01
5.240000172131592526e-01,3.397896662946453006e+01
5.250000172460088654e-01,3.508167474652620399e+01
5.260000172788583672e-01,2.957641384664872319e+01
5.270000173117078690e-01,2.782499039098283333e+01
5.280000173445574818e-01,3.249009776779016789e+01
5.290000173774069836e-01,3.156574231652514229e+01
5.300000174102564854e-01,3.170933958226228455e+01
5.310000174431060982e-01,2.876382057873922804e+01
5.320000174759556000e-01,3.072152568555807051e+01
5.330000175088052128e-01,3.226536777628712827e+01
5.340000175416547146e-01,3.158816064474696361e+01
5.350000175745042164e-01,3.541500505800838283e+01
5.360000176073538292e-01,3.913578037781690711e+01
5.370000176402033309e-01,3.406806423935362460e+01
5.380000176730528327e-01,4.001226381963752488e+01
5.390000177059024455e-01,4.579043854926956669e+01
5.400000177387519473e-01,5.114644210125103996e+01
5.410000177716015601e-01,5.401651693535925602e+01
5.420000178044509509e-01,5.267413082911641453e+01
5.430000178373005637e-01,5.166863087205869220e+01
5.440000178701501765e-01,5.414366967191140390e+01
5.450000179029995673e-01,5.038975245272882120e+01
5.460000179358491801e-01,5.307983048200495091e+01
5.470000179686987929e-01,5.755066604134482589e+01
5.480000180015482947e-01,5.942694140945314274e+01
5.490000180343977965e-01,6.051359585049537770e+01
5.500000180672472982e-01,5.306662250552375326e+01
5.510000181000969111e-01,5.663905611139225726e+01
5.520000181329465239e-01,6.017289769093549268e+01
5.530000181657959146e-01,5.830258632716440559e+01
5.540000181986455274e-01,6.364562855098370164e+01
5.550000182314950292e-01,5.364736228998125966e+01
5.560000182643446420e-01,5.651721968534010188e+01
5.570000182971941438e-01,5.945158839866903833e+01
5.580000183300436456e-01,4.949507579710121519e+01
5.590000183628932584e-01,4.545723690133888084e+01
5.600000183957427602e-01,4.166031943932475201e+01
5.610000184285922620e-01,3.760243573259629102e+01
5.620000184614418748e-01,3.515553092632211474e+01
5.630000184942913766e-01,4.050262045459326998e+01
5.640000185271408784e-01,4.620993221651587390e+01
5.650000185599904912e-01,4.330000032906634289e+01
5.660000185928399929e-01,4.642700558239124575e+01
5.670000186256896058e-01,5.048746951660149307e+01
5.680000186585389965e-01,5.473028883651231524e+01
5.690000186913886093e-01,5.083216106771628517e+01
5.700000187242382221e-01,5.377844145598604797e+01
5.710000187570877239e-01,5.494312171335804607e+01
5.720000187899372257e-01,6.081609750412717119e+01
5.730000188227868385e-01,5.672588891734647376e+01
5.740000188556363403e-01,5.213730926216606321e+01
5.750000188884858421e-01,5.681403870939316647e+01
5.760000189213353439e-01,6.004939575263914264e+01
5.770000189541849567e-01,5.944734790025256643e+01
5.780000189870345695e-01,6.212207862616125453e+01
5.790000190198839602e-01,6.520130688931928375e+01
5.800000190527335731e-01,6.926355323838511424e+01
5.810000190855830748e-01,6.113752099629691372e+01
