time_ns,span1_A,span2_A,span3_A,core_i,tip1_i,tip2_i,tip3_i
1.000000032849540643e-02,2.638037490844726562e+01,2.292941474914550781e+01,2.550815963745117188e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.100000036134494638e-02,2.442660522460937500e+01,2.411536598205566406e+01,2.305953216552734375e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.200000039419448633e-02,2.629877471923828125e+01,2.735997200012207031e+01,2.566572380065917969e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.300000042704402801e-02,3.432709503173828125e+01,3.239192962646484375e+01,3.211491775512695312e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.400000045989356796e-02,3.354439926147460938e+01,3.172033691406250000e+01,3.142113113403320312e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.500000049274310965e-02,3.253327178955078125e+01,2.909715270996093750e+01,3.074347686767578125e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.600000052559264960e-02,2.254220581054687500e+01,1.952702140808105469e+01,2.219128608703613281e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.700000055844219302e-02,2.711191558837890625e+01,2.422052383422851562e+01,2.681502151489257812e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.800000059129172950e-02,3.055059051513671875e+01,2.961055946350097656e+01,2.934880638122558594e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.900000062414127291e-02,3.006189346313476562e+01,2.890855026245117188e+01,2.829717445373535156e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
2.000000065699081286e-02,2.924121665954589844e+01,2.720407676696777344e+01,2.740381050109863281e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
2.100000068984035281e-02,2.245863533020019531e+01,2.122493934631347656e+01,2.149862289428710938e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
2.200000072268989276e-02,1.768298339843750000e+01,1.670432472229003906e+01,1.603177642822265625e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
2.300000075553943618e-02,1.819334983825683594e+01,1.649967575073242188e+01,1.724274826049804688e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
2.400000078838897266e-02,1.065617370605468750e+01,8.487232208251953125e+00,1.079484367370605469e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
2.500000082123851608e-02,1.486413288116455078e+01,1.263263034820556641e+01,1.385779476165771484e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
2.600000085408805603e-02,1.112978839874267578e+01,1.018697547912597656e+01,1.062093925476074219e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
2.700000088693759945e-02,1.227284431457519531e+01,1.001430225372314453e+01,1.268429946899414062e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
2.800000091978713593e-02,1.258302307128906250e+01,1.234935569763183594e+01,1.294794178009033203e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
2.900000095263667935e-02,1.205539608001708984e+01,1.110722732543945312e+01,1.156129932403564453e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
3.000000098548621930e-02,1.636115074157714844e+01,1.505815219879150391e+01,1.507743740081787109e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
3.100000101833575925e-02,1.305268669128417969e+01,1.208410930633544922e+01,1.256933212280273438e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
3.200000105118529919e-02,4.654755592346191406e+00,3.086685657501220703e+00,5.088401794433593750e+00,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
3.300000108403484261e-02,9.496169090270996094e+00,7.350000381469726562e+00,1.053596210479736328e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
3.400000111688438603e-02,2.048677253723144531e+01,2.185358047485351562e+01,1.966553878784179688e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
3.500000114973392251e-02,2.137814712524414062e+01,2.176289939880371094e+01,1.955345153808593750e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
3.600000118258345899e-02,2.401278305053710938e+01,2.158902359008789062e+01,2.246918869018554688e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
3.700000121543300241e-02,1.703360748291015625e+01,1.567239093780517578e+01,1.573957061767578125e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
3.800000124828254583e-02,1.233145332336425781e+01,9.473418235778808594e+00,1.113789272308349609e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
3.900000128113208231e-02,1.611587905883789062e+01,1.357264137268066406e+01,1.517567825317382812e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
4.000000131398162573e-02,1.478482055664062500e+01,1.320016670227050781e+01,1.417204570770263672e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
4.100000134683116915e-02,1.723580741882324219e+01,1.501432323455810547e+01,1.593655872344970703e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
4.200000137968070563e-02,1.559345436096191406e+01,1.450226497650146484e+01,1.390942764282226562e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
4.300000141253024905e-02,2.029366683959960938e+01,1.623631286621093750e+01,1.847125625610351562e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
4.400000144537978553e-02,1.860181808471679688e+01,1.757148742675781250e+01,1.722197723388671875e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
4.500000147822932894e-02,1.717222023010253906e+01,1.373262691497802734e+01,1.559666824340820312e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
4.600000151107887236e-02,1.803223419189453125e+01,1.479709339141845703e+01,1.642003440856933594e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
4.700000154392841578e-02,1.461240577697753906e+01,1.271176624298095703e+01,1.477825736999511719e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
4.800000157677794532e-02,1.002152442932128906e+01,8.175814628601074219e+00,1.115596866607666016e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
4.900000160962748874e-02,8.282887458801269531e+00,9.644839286804199219e+00,8.835622787475585938e+00,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
5.000000164247703216e-02,8.668259620666503906e+00,9.449844360351562500e+00,9.008001327514648438e+00,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
5.100000167532657558e-02,6.689392566680908203e+00,6.086405277252197266e+00,6.715634822845458984e+00,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
5.200000170817611206e-02,8.154621124267578125e+00,4.930929183959960938e+00,8.507996559143066406e+00,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
5.300000174102565548e-02,4.496516704559326172e+00,5.829918384552001953e+00,6.743584156036376953e+00,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
5.400000177387519890e-02,4.030819892883300781e+00,5.750261783599853516e+00,6.303147315979003906e+00,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
5.500000180672473538e-02,6.400706291198730469e+00,7.300646781921386719e+00,7.281811237335205078e+00,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
5.600000183957427186e-02,1.087142276763916016e+01,1.114828014373779297e+01,1.132125473022460938e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
5.700000187242381527e-02,7.438407897949218750e+00,8.912358283996582031e+00,8.150105476379394531e+00,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
5.800000190527335869e-02,6.435734748840332031e+00,8.223820686340332031e+00,7.563594341278076172e+00,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
5.900000193812290211e-02,9.950592994689941406e+00,1.023310852050781250e+01,9.888844490051269531e+00,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
6.000000197097243859e-02,1.048115634918212891e+01,1.049895668029785156e+01,1.102205562591552734e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
6.100000200382197507e-02,1.072275066375732422e+01,8.860974311828613281e+00,1.244447708129882812e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
6.200000203667151849e-02,1.538567733764648438e+01,1.289794349670410156e+01,1.510910415649414062e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
6.300000206952105497e-02,2.132324218750000000e+01,1.954611015319824219e+01,2.072578430175781250e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
6.400000210237059839e-02,1.369933986663818359e+01,1.217867374420166016e+01,1.548856163024902344e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
6.500000213522014181e-02,1.267432498931884766e+01,1.290428447723388672e+01,1.334174823760986328e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
6.600000216806968523e-02,8.086398124694824219e+00,6.590944766998291016e+00,7.676434516906738281e+00,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
6.700000220091922865e-02,5.999555110931396484e+00,6.495745658874511719e+00,6.183525085449218750e+00,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
6.800000223376877206e-02,7.891827106475830078e+00,7.879342079162597656e+00,8.335165977478027344e+00,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
6.900000226661831548e-02,8.572635650634765625e+00,1.036038494110107422e+01,7.992640018463134766e+00,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
7.000000229946784502e-02,7.834611892700195312e+00,8.919279098510742188e+00,6.449647426605224609e+00,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
7.100000233231737456e-02,5.785824775695800781e+00,8.446954727172851562e+00,7.532933235168457031e+00,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
7.200000236516691798e-02,1.486156940460205078e+01,1.476091766357421875e+01,1.699440956115722656e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
7.300000239801646140e-02,1.416035079956054688e+01,1.421733093261718750e+01,1.558024787902832031e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
7.400000243086600482e-02,1.584196281433105469e+01,1.700415420532226562e+01,1.620170021057128906e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
7.500000246371554824e-02,2.178435516357421875e+01,2.075413703918457031e+01,2.205697631835937500e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
7.600000249656509166e-02,2.765046501159667969e+01,2.474907684326171875e+01,2.808588790893554688e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
7.700000252941463508e-02,2.686723327636718750e+01,2.491506576538085938e+01,2.777943229675292969e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
7.800000256226416462e-02,2.227095794677734375e+01,2.173066520690917969e+01,2.374261474609375000e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
7.900000259511370804e-02,2.469561958312988281e+01,2.586102294921875000e+01,2.666821289062500000e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
8.000000262796325146e-02,2.334071350097656250e+01,2.448237228393554688e+01,2.471673583984375000e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
8.100000266081279487e-02,1.827098846435546875e+01,1.980854797363281250e+01,1.946525764465332031e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
8.200000269366233829e-02,2.478801536560058594e+01,2.560155487060546875e+01,2.687904930114746094e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
8.300000272651188171e-02,2.571901512145996094e+01,2.856112861633300781e+01,2.605821609497070312e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
8.400000275936141125e-02,2.136695289611816406e+01,2.446305656433105469e+01,2.285581207275390625e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
8.500000279221095467e-02,3.199412155151367188e+01,3.469376373291015625e+01,3.380019760131835938e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
8.600000282506049809e-02,3.434273529052734375e+01,3.332770538330078125e+01,3.422649765014648438e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
8.700000285791002763e-02,2.913102340698242188e+01,3.088669395446777344e+01,3.068649101257324219e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
8.800000289075957105e-02,3.584700393676757812e+01,3.450190734863281250e+01,3.609990310668945312e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
8.900000292360911447e-02,3.562970352172851562e+01,3.602719879150390625e+01,3.712343978881835938e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
9.000000295645865789e-02,3.501023864746093750e+01,3.591730117797851562e+01,3.732504653930664062e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
9.100000298930820131e-02,3.303688049316406250e+01,3.251004409790039062e+01,3.432206726074218750e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
9.200000302215774473e-02,3.668537139892578125e+01,3.473911285400390625e+01,3.762450408935546875e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
9.300000305500728814e-02,2.984903717041015625e+01,2.753129386901855469e+01,3.047198486328125000e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
9.400000308785683156e-02,3.637346649169921875e+01,3.326587677001953125e+01,3.558165740966796875e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
9.500000312070636110e-02,3.135340118408203125e+01,2.933147621154785156e+01,3.156521034240722656e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
9.600000315355589064e-02,3.692622756958007812e+01,3.513550567626953125e+01,3.724541854858398438e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
9.700000318640543406e-02,4.059973907470703125e+01,3.833986282348632812e+01,4.087124252319335938e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
9.800000321925497748e-02,4.412172698974609375e+01,4.029421234130859375e+01,4.268457031250000000e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
9.900000325210452090e-02,3.841874694824218750e+01,3.527558517456054688e+01,3.864193344116210938e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.000000032849540643e-01,3.639859771728515625e+01,3.294994735717773438e+01,3.636441040039062500e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.010000033178036077e-01,3.847780990600585938e+01,3.753370285034179688e+01,3.808649063110351562e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.020000033506531512e-01,3.422779846191406250e+01,3.143118476867675781e+01,3.265861129760742188e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.030000033835026807e-01,2.501413345336914062e+01,2.372810935974121094e+01,2.530145454406738281e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.040000034163522241e-01,2.328943634033203125e+01,2.144048881530761719e+01,2.358441734313964844e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.050000034492017675e-01,2.194618415832519531e+01,2.048030853271484375e+01,2.357909965515136719e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.060000034820513110e-01,2.026371765136718750e+01,1.838866233825683594e+01,1.991872978210449219e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.070000035149008544e-01,1.637022018432617188e+01,1.869057464599609375e+01,1.840528106689453125e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.080000035477503978e-01,3.079002571105957031e+01,3.250447845458984375e+01,3.226008987426757812e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.090000035805999273e-01,3.135172843933105469e+01,2.968168449401855469e+01,3.148882102966308594e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.100000036134494708e-01,1.607024765014648438e+01,1.845627975463867188e+01,1.772868156433105469e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.110000036462990003e-01,2.008257484436035156e+01,2.296034812927246094e+01,2.049716377258300781e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.120000036791485437e-01,2.582099723815917969e+01,2.862702369689941406e+01,2.678331184387207031e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.130000037119980871e-01,3.182497215270996094e+01,3.297743225097656250e+01,3.236592102050781250e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.140000037448476305e-01,3.558631134033203125e+01,3.475635910034179688e+01,3.417964553833007812e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.150000037776971740e-01,3.682160568237304688e+01,3.527277374267578125e+01,3.536631393432617188e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.160000038105467174e-01,3.434655380249023438e+01,3.511371612548828125e+01,3.430790328979492188e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.170000038433962608e-01,2.885285949707031250e+01,3.042400932312011719e+01,3.032666397094726562e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.180000038762458042e-01,2.897513580322265625e+01,3.301881408691406250e+01,3.120586967468261719e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.190000039090953476e-01,3.791212844848632812e+01,3.783637237548828125e+01,3.639148330688476562e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.200000039419448772e-01,3.086883544921875000e+01,3.017650604248046875e+01,2.949039649963378906e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.210000039747944206e-01,3.129043769836425781e+01,3.371728897094726562e+01,3.117123413085937500e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.220000040076439501e-01,3.329854202270507812e+01,3.536039352416992188e+01,3.412537384033203125e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.230000040404934936e-01,4.004039001464843750e+01,3.915900039672851562e+01,3.850467300415039062e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.240000040733430370e-01,2.849024581909179688e+01,2.737592506408691406e+01,2.661475563049316406e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.250000041061925804e-01,2.733837509155273438e+01,2.530797767639160156e+01,2.541140747070312500e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.260000041390421099e-01,2.706165122985839844e+01,2.439110374450683594e+01,2.494965553283691406e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.270000041718916672e-01,2.508373260498046875e+01,2.365980339050292969e+01,2.554852676391601562e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.280000042047411968e-01,2.483056068420410156e+01,2.154112052917480469e+01,2.278327751159667969e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.290000042375907263e-01,2.433095550537109375e+01,2.487196922302246094e+01,2.580564498901367188e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.300000042704402836e-01,2.503828620910644531e+01,2.725754737854003906e+01,2.697558784484863281e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.310000043032898132e-01,2.666687202453613281e+01,2.894393730163574219e+01,2.873159599304199219e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.320000043361393705e-01,2.572438240051269531e+01,2.762311553955078125e+01,2.762918472290039062e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.330000043689889000e-01,2.798228263854980469e+01,2.927873420715332031e+01,3.002844810485839844e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.340000044018384573e-01,3.511604309082031250e+01,3.286259078979492188e+01,3.496149063110351562e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.350000044346879868e-01,3.150419044494628906e+01,3.051065254211425781e+01,3.046763801574707031e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.360000044675375441e-01,3.146716308593750000e+01,2.757916831970214844e+01,2.981557846069335938e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.370000045003870737e-01,3.416919326782226562e+01,3.406211853027343750e+01,3.213946533203125000e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.380000045332366310e-01,2.670463562011718750e+01,2.414810371398925781e+01,2.648371505737304688e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.390000045660861605e-01,2.576282882690429688e+01,2.320642089843750000e+01,2.610425758361816406e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.400000045989356900e-01,1.927245521545410156e+01,1.633293533325195312e+01,1.985017585754394531e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.410000046317852196e-01,2.458647346496582031e+01,2.269301605224609375e+01,2.470964431762695312e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.420000046646347491e-01,2.252927398681640625e+01,2.288704299926757812e+01,2.401869201660156250e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
1.430000046974843064e-01,2.106023979187011719e+01,1.862770080566406250e+01,2.134889030456542969e+01,4.000000000000000000e+01,3.020000000000000000e+02,2.980000000000000000e+02,3.010000000000000000e+02
