time_ns,arm1_A,arm2_A,arm3_A
0.122000,33.233163,26.250458,18.674413
0.123000,39.626729,24.626891,26.283311
0.124000,27.832663,16.318368,20.162655
0.125000,26.763212,19.224409,24.586520
0.126000,26.478264,19.420118,23.554285
0.127000,24.724172,23.385841,24.254244
0.128000,24.204725,17.294494,25.758686
0.129000,23.900927,20.015928,16.436401
0.130000,25.001635,25.372737,13.688018
0.131000,26.877334,27.394446,17.983197
0.132000,25.990576,27.255341,15.117135
0.133000,27.954298,25.305923,20.974354
0.134000,34.238314,26.216624,16.287614
0.135000,30.975017,20.671959,13.962308
0.136000,31.179289,26.783229,17.531890
0.137000,33.710294,27.677623,12.373711
0.138000,26.008305,23.830472,12.500584
0.139000,25.569742,26.373621,10.184982
0.140000,20.035503,17.310074,20.164986
0.141000,23.800483,16.227079,16.905851
0.142000,22.150089,19.922984,17.439970
0.143000,20.499356,23.418041,18.290267
0.144000,18.654418,14.694037,18.638090
0.145000,20.919845,12.961135,16.262978
0.146000,22.989965,14.620660,16.802571
0.147000,20.519414,11.755311,5.457933
0.148000,20.096573,14.238257,10.328586
0.149000,13.448238,14.276668,12.620066
0.150000,12.382737,15.666613,12.121209
0.151000,14.511571,19.814187,15.477930
0.152000,22.699531,17.037394,12.860916
0.153000,19.478867,12.825478,11.916555
0.154000,21.835017,13.220459,17.738040
0.155000,22.206841,12.729736,18.491153
0.156000,23.634058,12.830087,19.816569
0.157000,20.587922,15.199430,24.215242
0.158000,17.132214,6.725522,18.788283
0.159000,18.351075,8.117963,17.915883
0.160000,18.930238,9.066817,15.580225
0.161000,17.764281,9.507525,24.927789
0.162000,23.465446,11.763004,15.691396
0.163000,21.295805,9.646935,14.505447
0.164000,17.609450,13.893448,13.146978
0.165000,11.299802,16.356414,10.630337
0.166000,9.155827,10.285174,13.066616
0.167000,12.224471,10.499910,14.312984
0.168000,9.646920,12.259587,17.423089
0.169000,9.558761,11.146398,14.908772
0.170000,12.167165,13.221117,15.275803
0.171000,8.221096,9.314018,16.408247
0.172000,6.336156,11.486232,19.185899
0.173000,8.955051,10.126274,19.074809
0.174000,10.624800,14.451726,14.592656
0.175000,11.658172,11.862125,13.166965
0.176000,12.410445,15.873374,16.075284
0.177000,13.568000,19.453876,15.970510
0.178000,18.545958,16.993156,14.368025
0.179000,24.320121,14.816353,10.948235
0.180000,21.718027,11.795851,10.889266
0.181000,16.429429,14.906841,12.003748
0.182000,18.427292,19.017659,14.633204
0.183000,16.024977,16.966695,14.079616
0.184000,22.228470,22.475980,16.211437
0.185000,22.432907,27.313380,14.062576
0.186000,26.105402,28.419783,17.581391
0.187000,20.123578,27.886780,12.591390
0.188000,19.867303,26.365034,16.002070
0.189000,22.022141,28.126993,14.556598
0.190000,22.745900,33.808511,17.167829
0.191000,25.267799,33.235419,18.752875
0.192000,28.246585,31.830703,25.392709
0.193000,21.663401,30.994522,26.022179
0.194000,14.500416,23.165286,21.177979
0.195000,26.177025,28.274900,20.718280
0.196000,30.957505,33.574706,23.288016
0.197000,30.601863,34.432475,19.152818
0.198000,27.783010,32.522481,24.375805
0.199000,25.891831,31.878608,27.109179
0.200000,31.129207,36.392657,26.610331
0.201000,32.826028,32.292642,23.657527
0.202000,32.180913,32.622435,17.504413
0.203000,26.782602,25.257391,19.245691
0.204000,32.384553,28.656582,23.199806
0.205000,39.263619,40.753641,22.405390
0.206000,37.023276,35.218344,13.932234
0.207000,28.811344,33.577000,14.469834
0.208000,34.979736,34.241328,21.204254
0.209000,33.106679,29.253174,20.350909
0.210000,31.469136,28.652876,14.175944
0.211000,41.612976,28.698620,15.738998
0.212000,33.199921,25.848967,13.236473
0.213000,41.637029,37.490355,20.749459
0.214000,34.159426,38.557038,25.710596
0.215000,31.001277,26.887866,23.295927
0.216000,25.342392,17.118283,21.063363
0.217000,22.081785,16.086723,15.928964
0.218000,21.723996,16.148820,11.731180
0.219000,20.136030,18.011981,9.457677
0.220000,22.612458,11.115923,9.428389
0.221000,20.191467,10.765161,6.504323
0.222000,22.073395,13.712558,5.346284
0.223000,23.548577,12.714792,9.769547
0.224000,20.673576,11.248634,8.819242
0.225000,26.030831,12.406495,12.220461
0.226000,19.237367,12.883513,15.924234
0.227000,19.817924,10.199996,17.564262
0.228000,11.256576,10.157244,18.581884
0.229000,18.976198,10.531390,21.113905
0.230000,14.740291,13.085134,20.231891
0.231000,19.949518,9.637488,17.140211
0.232000,21.277324,11.561085,20.084229
0.233000,11.945458,13.190813,20.096877
0.234000,11.290569,11.038291,19.178738
0.235000,19.575417,21.667072,26.237109
0.236000,18.970069,14.937731,19.603819
0.237000,20.428724,21.113586,16.008508
0.238000,26.778618,24.961597,20.709015
0.239000,32.679498,29.375477,22.719504
0.240000,30.026798,25.325766,14.155514
0.241000,20.906367,17.308869,13.056160
0.242000,24.592747,19.448272,12.461623
0.243000,27.149923,15.456014,10.478784
0.244000,30.118019,18.781075,12.104144
0.245000,34.195221,25.417377,18.391752
0.246000,31.887743,23.444685,15.437997
0.247000,29.893928,20.315476,18.436835
0.248000,36.870387,30.463705,15.539147
0.249000,30.629341,30.272982,19.233551
0.250000,28.006564,36.431788,21.331341
0.251000,20.344106,30.030174,22.945395
0.252000,23.314472,29.667762,29.420693
0.253000,21.257393,20.272933,24.224630
0.254000,19.698977,25.220140,24.092996
0.255000,18.640874,30.394163,28.273627
0.256000,25.981370,23.783099,23.593457
0.257000,25.536197,27.908924,26.311799
0.258000,21.426558,21.389995,16.058750
0.259000,22.399825,29.437759,21.337193
0.260000,24.776977,25.292415,22.346819
0.261000,23.804613,27.710597,23.041879
0.262000,17.327155,28.345485,21.275461
0.263000,18.772918,28.371261,19.002250
0.264000,15.556186,27.893847,20.299543
0.265000,18.387908,22.777577,13.223083
0.266000,29.857291,28.478877,19.393667
0.267000,16.018529,25.970118,20.326483
0.268000,15.367113,25.787572,19.640039
0.269000,16.097475,27.076166,14.235569
0.270000,16.108020,25.798400,11.477332
0.271000,12.988355,25.104270,11.348850
0.272000,18.550760,22.331612,13.051672
0.273000,17.347502,23.999327,12.180145
0.274000,19.770363,22.065148,12.630260
0.275000,21.334652,25.488113,15.375443
0.276000,22.456516,25.496409,12.265544
0.277000,22.516731,29.165465,16.328677
0.278000,22.025575,30.418277,13.578030
0.279000,28.787954,30.198095,20.816886
0.280000,26.627961,22.156894,26.428136
0.281000,25.731759,25.992902,28.575449
0.282000,27.581867,18.722713,27.555010
0.283000,31.618696,20.994837,25.536909
0.284000,30.562043,24.351601,23.735409
0.285000,21.409981,23.211241,20.910100
0.286000,21.989047,23.447415,22.345577
0.287000,14.949873,18.421455,17.026941
0.288000,13.018469,18.993789,16.274797
0.289000,11.294549,21.765402,21.579922
0.290000,14.385511,15.739912,17.686222
0.291000,19.737835,16.106886,19.307474
0.292000,13.677944,16.355134,17.785886
0.293000,17.780477,13.771711,16.381157
0.294000,18.766785,14.964243,16.679570
0.295000,21.088916,15.932182,15.931490
0.296000,20.703699,13.170947,11.689180
0.297000,19.372868,14.176262,15.921926
0.298000,18.779937,7.801971,12.595890
0.299000,14.373603,8.394709,8.541523
0.300000,21.898007,6.404470,8.820678
0.301000,19.053493,7.172403,8.955266
0.302000,17.960754,4.368115,8.253871
0.303000,18.997808,7.158035,10.045609
0.304000,18.863080,4.368495,12.191385
0.305000,21.005589,6.335736,13.186538
0.306000,19.313348,7.362827,9.384231
0.307000,18.539889,9.695944,7.833374
0.308000,25.753229,11.728814,8.150476
0.309000,21.152028,11.106431,7.104116
0.310000,21.660631,12.592866,7.488958
0.311000,23.839919,12.605965,6.128798
0.312000,20.599924,7.439895,7.716301
0.313000,21.146164,9.553037,6.250318
0.314000,16.532740,11.411116,6.094816
0.315000,21.542504,9.090190,5.237793
0.316000,16.248511,14.776721,3.643048
0.317000,14.442312,8.210610,4.001610
0.318000,18.018581,6.502792,8.715090
0.319000,11.514715,6.456942,8.311395
0.320000,11.272236,5.498911,6.692079
0.321000,11.321457,5.235544,6.848892
0.322000,12.820308,3.996613,5.368850
0.323000,17.831569,6.612717,4.991405
0.324000,12.780047,10.507808,5.684825
0.325000,12.779036,13.020804,5.859709
0.326000,13.827011,14.279550,4.827405
0.327000,12.810122,10.288084,6.315363
0.328000,20.073612,11.956147,7.747675
0.329000,20.912908,11.353605,9.368043
0.330000,30.326059,17.090190,8.312546
0.331000,25.998900,17.232840,6.571798
0.332000,33.997410,23.318658,13.275554
0.333000,41.382627,30.676782,18.822088
0.334000,41.996009,32.711963,20.286064
0.335000,38.049463,26.716530,19.358382
0.336000,29.651856,23.382891,14.624523
0.337000,22.123239,23.534610,11.629894
0.338000,28.508453,20.428203,9.503435
0.339000,25.347920,25.541256,5.553661
0.340000,27.026465,26.559811,6.846156
0.341000,27.516070,36.753718,10.314762
0.342000,42.669062,45.660934,17.987359
0.343000,34.522229,34.345312,16.378852
0.344000,45.776519,35.725943,17.197036
0.345000,51.774138,37.477612,23.990380
0.346000,49.345240,36.384941,19.224013
0.347000,48.032861,39.901585,18.403172
0.348000,42.831729,37.391194,21.065921
0.349000,46.354372,35.599039,21.926392
0.350000,45.246420,36.836477,20.837845
0.351000,51.051959,49.570897,26.392863
0.352000,46.036178,53.360865,28.312117
0.353000,44.414660,49.211485,28.420021
0.354000,41.194287,39.013583,24.290580
0.355000,46.059371,45.769123,26.238281
0.356000,43.611202,44.588295,19.160348
0.357000,41.771991,47.059253,17.080670
0.358000,50.248349,44.384896,13.358046
0.359000,43.855042,41.545049,14.865418
0.360000,46.732987,34.278084,14.544411
0.361000,45.284431,31.937507,18.191634
0.362000,49.415022,35.086991,26.101367
0.363000,43.842814,29.591065,20.790078
0.364000,45.018535,31.805132,18.622223
0.365000,39.528607,25.937571,15.107125
0.366000,37.810409,26.381803,22.222278
0.367000,35.537369,27.085402,20.612784
0.368000,24.644401,29.864209,20.849486
0.369000,29.597468,31.120492,23.334092
0.370000,28.305164,28.066277,18.147118
0.371000,32.253434,37.567024,16.196258
0.372000,33.007993,34.768247,9.729911
0.373000,33.165089,40.129717,16.184949
0.374000,42.275581,31.374766,15.310259
0.375000,48.897855,39.626958,17.757176
0.376000,58.423186,45.497908,20.020058
0.377000,56.262527,42.896856,15.705984
0.378000,57.114462,44.322611,13.628049
0.379000,56.410065,44.022322,13.676052
0.380000,58.096190,43.267127,13.440719
0.381000,54.085891,42.796380,14.383259
0.382000,53.324658,45.258189,12.862087
0.383000,53.507814,44.527068,12.417950
0.384000,52.601827,38.499386,8.633651
0.385000,49.022407,39.200009,13.048773
0.386000,47.560076,39.295792,14.931294
0.387000,44.544280,31.251959,15.537855
0.388000,38.644469,30.332301,14.768111
0.389000,41.255325,32.169326,9.962073
0.390000,40.528951,30.773858,17.775722
0.391000,38.049376,30.809409,23.205644
0.392000,39.927799,30.449025,19.587634
0.393000,33.827893,22.489120,9.119972
0.394000,31.267550,17.089205,6.260323
0.395000,21.980367,14.794246,8.561976
0.396000,15.061689,11.729058,15.136776
0.397000,13.226630,13.839655,15.915283
0.398000,7.246796,10.678305,15.561548
0.399000,8.284209,15.190395,18.190774
0.400000,8.900845,8.851942,21.315430
0.401000,8.657631,11.564058,28.548002
0.402000,20.353965,14.936612,26.390562
0.403000,19.242612,26.019438,23.970859
0.404000,25.526648,28.460397,19.627036
0.405000,31.618506,32.385333,24.585677
0.406000,35.729904,29.891090,24.822813
0.407000,31.244102,36.098301,24.755652
0.408000,37.213932,33.558468,19.377649
0.409000,42.994655,31.889944,17.714881
0.410000,38.864517,33.918355,16.500115
0.411000,33.083791,20.841087,12.187095
0.412000,34.902264,22.414064,12.880793
0.413000,27.202766,17.141418,12.952386
0.414000,34.195967,20.387606,21.330514
0.415000,36.829950,22.612110,19.883751
0.416000,40.991751,31.204193,21.304860
0.417000,48.993802,37.908299,24.043358
0.418000,45.311344,37.466446,22.501956
0.419000,48.991522,38.465372,17.212806
0.420000,40.273380,35.600987,19.303544
0.421000,39.960461,37.687780,20.626270
0.422000,54.438552,41.118492,21.905446
0.423000,52.074617,43.740892,19.666541
0.424000,41.528958,39.982143,18.346791
0.425000,42.085903,40.786328,16.140542
0.426000,37.814450,38.514979,13.758951
0.427000,30.434322,34.062983,11.672619
0.428000,40.777030,39.709990,13.954933
0.429000,43.995276,39.096226,22.407434
0.430000,42.244410,45.995980,27.325537
0.431000,40.583950,46.486570,27.386151
0.432000,39.145618,44.796535,29.480985
0.433000,46.769031,51.886260,29.931051
0.434000,41.041876,48.444925,26.266461
0.435000,32.110271,39.904255,16.019278
0.436000,28.590001,31.387221,15.689973
0.437000,24.160758,37.152684,13.101560
0.438000,26.302328,37.465833,13.461974
0.439000,20.827416,33.571883,11.511233
0.440000,22.090613,30.162601,11.079462
0.441000,21.348999,27.635100,7.572413
0.442000,35.456316,26.788319,11.404270
0.443000,31.935610,23.786961,17.761942
0.444000,39.908245,30.097652,19.754266
0.445000,32.008662,22.077444,16.268315
0.446000,24.985892,27.365047,19.185085
0.447000,21.492158,27.948118,11.538213
0.448000,16.846378,22.401639,6.647654
0.449000,16.840876,33.165427,16.258301
0.450000,18.702452,33.518578,20.886869
0.451000,19.788220,29.322311,22.002626
0.452000,20.743332,27.636469,21.237843
0.453000,22.961633,28.659895,22.431638
0.454000,15.306050,26.844785,17.739127
0.455000,10.932778,21.371567,13.730685
0.456000,12.647270,25.262219,16.877407
0.457000,14.435539,23.448054,19.763124
0.458000,18.500697,20.662372,17.369220
0.459000,11.222808,18.698323,22.983894
0.460000,14.671072,18.879667,18.810451
0.461000,13.331029,20.709961,18.311635
0.462000,16.516742,26.223009,25.066242
0.463000,19.740432,24.735157,25.341341
0.464000,19.311745,30.522817,28.445762
0.465000,21.177171,24.401347,25.554007
0.466000,11.275639,16.032922,19.493802
0.467000,14.609666,15.761930,21.835604
0.468000,13.187526,13.133354,23.376135
0.469000,12.859496,11.887762,19.723588
0.470000,11.547712,9.942393,22.181936
0.471000,16.843973,8.486319,23.711677
0.472000,18.031317,7.681066,14.886585
0.473000,16.855629,16.688446,16.500378
0.474000,16.616763,9.584401,22.477808
0.475000,8.611458,14.802643,22.454017
0.476000,11.862915,14.474598,18.753668
0.477000,18.219059,16.321310,24.354532
0.478000,18.123513,21.773380,25.598563
0.479000,24.227055,20.921998,22.176929
0.480000,18.141952,14.505774,23.732933
0.481000,14.194576,10.368057,21.938712
0.482000,20.326351,10.578907,21.800421
0.483000,27.176789,13.488685,18.476644
0.484000,14.836810,9.205340,18.072502
0.485000,14.778243,13.378590,18.641830
0.486000,15.691386,12.994557,16.532239
0.487000,12.313337,17.001048,20.649005
0.488000,7.853401,13.732949,17.338509
0.489000,6.302358,11.632865,23.361266
0.490000,6.291878,9.626770,19.745106
0.491000,11.114079,6.030587,13.699673
0.492000,8.037123,6.975993,13.025811
0.493000,7.741240,12.270611,11.709852
0.494000,8.747254,12.777057,11.030477
0.495000,6.184475,15.923623,14.670253
0.496000,5.538604,20.084065,16.478076
0.497000,8.033108,21.967930,16.447663
0.498000,12.851901,23.922570,19.330455
0.499000,10.223538,22.292787,16.605265
0.500000,7.886275,19.267327,15.081541
0.501000,6.623641,16.114013,11.320093
0.502000,7.111327,15.782734,13.013972
0.503000,7.878429,19.311905,16.958515
0.504000,9.404601,17.692488,15.202868
0.505000,14.318631,25.276264,11.859391
0.506000,18.488835,22.425378,11.996013
0.507000,19.686463,22.193373,10.473342
0.508000,16.373522,24.627491,11.947802
0.509000,25.088155,26.321449,13.572520
0.510000,28.362128,21.547614,13.760814
0.511000,28.366354,20.201885,12.554577
0.512000,31.806594,17.780749,11.087847
0.513000,27.790196,20.785663,12.144476
0.514000,32.382843,21.255429,11.969553
0.515000,29.189513,19.258791,11.717618
0.516000,32.990285,17.947633,7.969089
0.517000,36.292942,23.680240,9.494891
0.518000,35.454136,24.274680,7.723058
0.519000,28.481798,22.351032,8.684781
0.520000,28.744077,19.467759,6.801926
0.521000,32.704061,21.448492,7.070525
0.522000,32.992891,21.326616,4.998523
0.523000,34.091876,21.182418,4.668544
0.524000,31.624924,20.457995,5.590237
0.525000,32.003249,23.743794,6.821953
0.526000,23.756870,13.652154,6.233611
0.527000,11.532261,14.506942,6.581200
0.528000,25.259075,16.929431,6.562954
0.529000,24.233959,16.876404,6.060904
0.530000,17.970872,14.559865,4.832321
0.531000,14.267679,16.103978,4.927214
0.532000,15.108180,15.209598,6.246257
0.533000,21.889182,15.412038,7.193865
0.534000,24.922724,20.049870,6.649748
0.535000,32.074108,20.795166,6.883435
0.536000,36.872348,22.811504,9.108648
0.537000,31.568925,21.773312,10.015933
0.538000,35.469539,22.100266,6.442075
0.539000,36.424451,25.613235,8.754620
0.540000,36.543016,30.684530,7.708637
0.541000,45.791790,36.230408,9.818599
0.542000,42.237942,30.932954,8.586069
0.543000,44.516311,33.105125,11.936513
0.544000,45.044044,32.759728,10.929522
0.545000,38.302856,32.002079,13.631657
0.546000,44.427832,38.098978,14.459261
0.547000,46.199780,39.249333,8.938814
0.548000,42.001654,43.123392,6.993342
0.549000,44.661410,37.531241,4.052827
0.550000,47.680424,36.649358,5.125427
0.551000,50.657419,39.829140,7.704987
0.552000,54.395488,39.825723,6.542276
0.553000,53.125213,40.470794,6.754939
0.554000,52.067792,36.635941,9.530907
0.555000,45.461382,29.561345,14.107028
0.556000,45.890663,37.922856,16.759679
0.557000,46.504956,38.379963,17.164687
0.558000,42.494114,31.718444,5.752589
0.559000,39.945415,31.445228,5.676342
0.560000,33.276908,27.021450,5.968744
0.561000,31.183148,25.721227,11.696229
0.562000,28.078032,26.085586,13.600328
0.563000,29.253044,26.756731,14.247083
0.564000,41.422991,36.211269,13.125453
0.565000,38.847416,35.741814,12.307532
0.566000,40.667416,40.451240,12.112275
0.567000,43.025375,42.378879,11.618456
0.568000,51.348650,39.218064,14.167301
0.569000,48.267570,36.085517,14.561851
0.570000,46.707768,39.439084,12.779370
0.571000,51.029456,45.782483,16.360598
0.572000,58.087900,43.858232,16.569580
0.573000,49.889767,39.670481,12.212969
0.574000,44.995965,33.663623,7.981877
0.575000,49.687877,34.799259,4.894169
0.576000,58.330896,43.758685,15.104818
0.577000,52.401606,40.978367,13.419057
0.578000,56.141210,41.082060,16.482917
0.579000,56.902312,41.829479,14.022627
0.580000,62.946347,49.007992,17.604761
0.581000,58.478351,44.578679,15.065376
0.582000,60.964374,46.392581,16.952341
0.583000,63.481334,50.702027,18.999910
0.584000,68.401515,56.196905,25.827994
0.585000,64.804487,52.878896,27.070515
0.586000,68.490908,54.738533,26.841985
0.587000,65.474216,49.912108,29.950439
0.588000,63.939589,54.990403,31.223587
0.589000,50.103089,50.346553,27.308010
0.590000,51.504897,51.112009,29.294331
0.591000,53.798666,49.031446,25.154765
0.592000,60.210066,50.743045,25.494067
0.593000,57.739802,50.744909,26.564245
0.594000,54.212308,50.499513,21.445878
0.595000,49.193656,38.133954,13.533340
0.596000,56.235353,45.250407,24.381726
0.597000,58.137507,47.067052,16.997262
0.598000,54.202954,43.271521,20.347467
0.599000,56.579343,47.214736,27.007745
0.600000,63.740750,51.380848,29.826265
0.601000,63.003051,52.362585,27.796091
0.602000,55.353161,43.290859,26.301653
0.603000,49.105466,40.074517,23.766944
0.604000,46.940763,36.544894,22.676148
0.605000,48.917775,35.469998,26.729638
0.606000,49.695037,37.095318,28.023392
0.607000,46.852756,36.962702,27.788828
0.608000,49.551753,42.041239,27.229476
0.609000,51.741640,40.207822,25.354135
0.610000,55.564421,49.499372,27.521532
0.611000,62.338901,51.462672,29.267864
0.612000,64.335956,55.281412,31.779688
0.613000,55.941524,48.971373,26.672863
0.614000,45.956520,49.071948,25.092765
0.615000,52.289750,48.734875,26.844480
0.616000,48.375331,39.982304,25.188566
0.617000,51.975324,38.630086,28.397340
0.618000,54.770574,48.893694,28.308158
0.619000,51.152636,47.625470,23.039039
0.620000,42.853094,47.704752,21.272994
0.621000,48.744269,43.273083,21.922078
0.622000,49.878395,38.461157,21.456856
0.623000,44.826351,41.149609,19.852257
0.624000,37.866255,41.345717,16.554737
0.625000,29.149090,26.847086,18.121721
0.626000,25.848422,30.085756,20.843369
0.627000,19.760417,25.054500,16.592950
0.628000,14.924845,21.185837,17.368664
0.629000,9.897450,19.753555,20.630901
0.630000,10.064651,16.278859,23.541982
0.631000,7.373408,11.257165,16.565843
0.632000,10.267335,14.325719,12.351529
0.633000,12.475410,15.995867,13.018519
0.634000,19.053290,12.918514,11.749716
0.635000,12.734272,17.978811,6.938344
0.636000,5.068110,17.858854,13.901727
0.637000,7.907576,12.739883,14.389361
0.638000,11.525092,10.035972,19.507543
0.639000,11.725695,6.967150,22.527312
0.640000,9.400451,10.488529,20.918575
0.641000,6.108361,17.407089,21.369779
0.642000,7.107221,18.709847,20.001857
0.643000,7.324958,13.120784,22.787101
0.644000,12.221378,14.243888,25.267993
0.645000,7.090042,12.542468,24.512371
0.646000,6.709678,14.126314,15.425037
0.647000,8.300131,17.789991,11.196863
0.648000,8.337142,12.316822,14.326637
0.649000,14.814757,11.237288,19.271909
0.650000,18.947120,23.081696,25.048615
0.651000,18.160726,22.559278,22.940878
0.652000,17.219287,24.279060,22.021787
0.653000,10.487335,20.870308,11.359064
0.654000,12.410730,21.561697,19.290372
0.655000,9.697553,17.817563,17.341286
0.656000,9.464885,12.569976,14.526216
0.657000,9.848043,16.358429,11.782945
0.658000,16.473387,24.402351,13.745490
0.659000,20.942667,28.557015,15.029460
0.660000,20.451034,26.945531,17.325984
0.661000,20.427574,24.935271,17.452457
0.662000,19.359943,26.772651,13.664649
0.663000,24.750504,32.235395,19.836032
0.664000,26.933360,28.736180,16.171929
0.665000,33.927472,31.553613,21.009242
0.666000,30.091438,35.865139,27.075816
0.667000,32.331070,30.940266,23.312478
0.668000,26.656466,25.167730,18.202583
0.669000,26.977139,33.005131,21.441325
0.670000,29.938417,31.673389,26.772744
0.671000,32.713928,33.000280,23.549356
0.672000,30.918831,32.567685,22.948968
0.673000,28.994380,32.513578,19.018475
0.674000,30.543040,36.815415,19.565844
0.675000,30.012754,41.964108,23.414063
0.676000,28.743488,35.640184,28.805037
0.677000,27.140692,37.675765,29.110489
0.678000,24.005477,35.476497,23.280357
0.679000,22.963303,35.316191,26.089231
0.680000,25.645888,33.449934,22.898130
0.681000,30.847065,35.023773,24.580782
0.682000,31.972649,31.178103,22.863886
0.683000,31.826794,36.484480,18.308026
0.684000,28.405721,32.709285,18.861581
0.685000,21.310428,31.029934,19.427625
0.686000,21.487651,31.646522,13.486513
0.687000,19.124661,32.563117,14.528922
0.688000,14.475635,24.673834,9.782520
0.689000,14.785852,27.380593,11.341577
0.690000,10.285920,16.186988,4.164610
0.691000,9.993350,16.723813,5.345985
0.692000,4.558831,19.092761,8.543267
0.693000,6.141110,16.929260,4.814491
0.694000,6.797227,21.185150,4.549739
0.695000,7.953911,18.984764,5.757358
0.696000,12.150727,16.314808,4.539888
