time_ns,arm1_A,arm2_A,arm3_A
0.697000,9.779970,13.710907,4.767889
0.698000,9.385484,14.399471,5.859889
0.699000,4.195722,11.767640,9.993098
0.700000,7.374371,17.849134,7.142518
0.701000,10.845958,23.299971,6.630588
0.702000,14.222583,25.074246,5.932290
0.703000,14.139450,20.034081,9.382984
0.704000,22.335850,33.411999,13.938896
0.705000,15.536950,26.909772,15.097135
0.706000,19.867202,33.634545,21.771029
0.707000,29.369777,42.455878,25.822147
0.708000,30.313491,40.855619,26.896737
0.709000,29.889553,43.729904,23.290979
0.710000,31.197777,41.306014,22.445369
0.711000,37.154028,43.872245,25.346696
0.712000,29.592938,41.016206,23.250624
0.713000,25.579293,34.285638,28.496083
0.714000,21.096715,27.368749,21.960247
0.715000,19.552324,30.379525,21.908685
0.716000,22.352449,36.473377,23.168422
0.717000,20.835023,34.940976,22.449260
0.718000,21.875542,34.450052,24.316273
0.719000,19.098572,31.694557,26.124775
0.720000,16.048411,29.278741,26.077169
0.721000,20.541906,32.627596,27.425789
0.722000,22.169220,25.588676,24.258693
0.723000,22.663026,27.942465,23.785791
0.724000,19.933590,23.011798,28.095769
0.725000,16.051530,24.343811,26.301745
0.726000,19.212662,17.663822,29.091356
0.727000,26.598092,19.020529,28.036439
0.728000,33.351948,20.550937,26.685129
0.729000,46.237290,33.022298,27.361044
0.730000,36.543536,28.352549,26.259902
0.731000,35.894798,26.388727,26.673852
0.732000,35.176466,22.062974,29.332471
0.733000,32.990416,20.588766,25.831498
0.734000,31.014992,18.259251,26.648599
0.735000,31.693022,22.723451,26.918556
0.736000,26.579385,13.335101,24.946853
0.737000,22.837803,10.957058,24.537820
0.738000,22.377186,11.348475,23.929852
0.739000,14.751464,5.507260,16.257508
0.740000,8.222788,5.745007,15.686976
0.741000,13.965266,5.428999,22.002391
0.742000,15.029487,5.879881,18.229633
0.743000,14.951025,9.824298,19.333429
0.744000,14.289098,6.334746,18.281584
0.745000,15.235137,7.432982,18.924020
0.746000,14.709445,6.430483,13.139841
0.747000,13.581369,5.634972,16.758191
0.748000,13.342599,13.031783,20.395012
0.749000,15.226176,17.893035,23.535762
0.750000,22.414043,18.515306,23.798604
0.751000,17.741833,15.994790,14.976699
0.752000,22.388264,18.992382,16.951653
0.753000,19.861840,18.625946,16.034230
0.754000,11.800002,20.391958,18.049173
0.755000,13.178392,18.545406,12.437909
0.756000,9.794902,19.496925,11.014309
0.757000,8.185604,18.017597,10.243339
0.758000,13.902879,18.704867,11.244060
0.759000,9.499134,16.101872,12.551141
0.760000,15.560947,24.671586,12.197692
0.761000,18.619183,14.389412,7.432241
0.762000,25.213106,14.666106,12.227116
0.763000,25.584781,16.976475,15.600667
0.764000,20.024400,17.922413,16.760731
0.765000,25.645307,21.623932,15.809300
0.766000,28.346044,21.669345,15.748714
0.767000,31.250291,22.834303,24.157004
0.768000,31.815728,18.140716,22.874299
0.769000,24.212313,12.114765,17.232967
0.770000,32.794640,18.459148,18.818796
0.771000,29.898837,20.304605,19.818696
0.772000,28.892729,21.473612,19.293694
0.773000,36.030944,23.898711,18.209962
0.774000,32.854663,26.410182,21.026431
0.775000,30.396438,19.611630,20.279265
0.776000,32.989924,20.886479,18.973799
0.777000,33.926830,23.495168,11.855106
0.778000,21.435852,16.131289,10.832002
0.779000,26.683364,17.164619,12.627041
0.780000,30.610335,25.255893,14.821180
0.781000,33.366931,21.764187,16.957250
0.782000,33.488564,31.836994,17.458787
0.783000,36.500734,28.237726,15.848166
0.784000,37.233178,29.086741,15.977165
0.785000,38.045853,24.462580,15.642322
0.786000,34.307818,23.364065,11.854141
0.787000,46.881170,30.858237,12.254829
0.788000,45.247157,30.949732,12.038463
0.789000,37.079772,25.359202,17.953617
0.790000,40.345527,25.567525,14.932126
0.791000,49.318429,34.431763,22.101868
0.792000,46.358208,30.917133,14.364575
0.793000,41.172445,29.453812,17.721751
0.794000,35.017134,27.039330,16.853482
0.795000,33.591126,25.781465,13.843523
0.796000,42.495128,27.123242,15.746161
0.797000,40.649488,27.111673,9.399285
0.798000,36.163489,25.515138,10.911192
0.799000,36.426197,23.319499,12.869155
0.800000,37.914903,21.511558,11.618183
0.801000,27.805936,21.456958,11.524455
0.802000,22.237385,16.990348,9.073924
0.803000,20.829163,16.975947,13.222630
0.804000,18.622804,10.573721,12.876315
0.805000,22.295544,8.165961,15.964535
0.806000,18.401495,7.162359,12.147606
0.807000,24.145248,11.704717,17.081230
0.808000,22.211573,15.762798,17.471543
0.809000,22.085039,15.546513,17.604423
0.810000,17.912729,11.883536,21.605400
0.811000,12.426867,10.133987,15.781841
0.812000,9.463735,7.099340,17.858027
0.813000,10.018433,6.829058,13.578296
0.814000,17.106700,6.702702,12.648193
0.815000,14.071945,8.116771,14.165919
0.816000,12.996652,9.027398,14.266758
0.817000,23.605435,17.600950,12.513749
0.818000,17.427896,16.304561,11.818206
0.819000,20.735186,14.375180,11.327533
0.820000,21.463720,12.875515,9.010469
0.821000,21.467064,12.360131,7.928200
0.822000,28.683337,16.807166,5.398137
0.823000,26.793766,16.142075,6.336802
0.824000,23.696002,15.226015,15.458467
0.825000,28.887482,25.060050,18.677693
0.826000,37.103703,29.981247,20.561672
0.827000,32.180654,27.730798,18.384506
0.828000,27.303992,22.581818,16.787218
0.829000,28.377966,23.741889,20.000564
0.830000,25.611917,19.120776,17.245473
0.831000,19.420708,13.500943,22.112386
0.832000,24.458448,15.880759,19.215508
0.833000,27.301312,18.263422,17.722759
0.834000,26.907774,17.695338,19.600153
0.835000,28.672574,17.849343,17.334063
0.836000,26.044886,17.780626,18.992310
0.837000,30.154068,19.485758,20.477377
0.838000,26.564230,16.848337,19.228444
0.839000,27.032099,19.542720,16.156693
0.840000,31.450049,20.964888,13.929648
0.841000,25.642376,21.481522,14.173798
0.842000,22.912082,20.513939,13.646060
0.843000,29.543643,26.395909,18.019139
0.844000,26.695346,27.902090,16.657506
0.845000,31.072953,20.142241,15.443127
0.846000,30.480428,21.300497,11.528063
0.847000,30.562655,16.678550,10.232498
0.848000,34.477349,23.666081,11.656578
0.849000,30.591287,20.598978,13.295436
0.850000,40.903797,25.815553,15.246480
0.851000,39.633600,27.697717,13.511652
0.852000,35.463110,22.710169,10.099007
0.853000,39.630643,24.193947,20.799684
0.854000,43.399368,33.736055,21.946117
0.855000,42.235293,37.326016,21.778561
0.856000,49.763969,39.863430,18.836460
0.857000,51.196571,38.969769,16.917842
0.858000,52.736840,38.309524,18.334225
0.859000,45.494997,34.143314,18.387208
0.860000,43.020029,29.111022,18.516161
0.861000,39.476986,28.025262,20.015839
0.862000,32.787662,25.940546,20.206940
0.863000,34.538588,21.417675,20.220544
0.864000,26.162387,24.281294,17.664103
0.865000,16.651460,16.743558,14.507578
0.866000,23.038846,15.993907,12.185515
0.867000,17.279043,11.824539,18.346035
0.868000,13.457359,7.713530,19.164867
0.869000,14.353127,14.272706,16.417286
0.870000,9.691813,9.548873,22.748088
0.871000,7.568984,9.209056,24.127300
0.872000,7.799276,8.616757,21.744258
0.873000,13.069898,4.511249,20.127828
0.874000,12.350233,8.419723,19.348786
0.875000,6.230939,11.988203,20.161455
0.876000,4.560637,13.818541,24.983793
0.877000,4.601687,7.960108,23.177972
0.878000,6.067263,5.259137,23.169937
0.879000,8.128123,5.506819,18.343243
0.880000,9.206172,5.265166,22.087485
0.881000,9.612119,3.918154,19.570698
0.882000,5.893496,9.896311,19.315206
0.883000,6.587105,11.487787,20.787169
0.884000,4.974018,11.812364,22.576253
0.885000,12.271487,6.597566,19.395634
0.886000,15.325635,10.698725,17.142520
0.887000,9.916751,9.657433,18.223894
0.888000,12.900753,11.098801,20.945996
0.889000,11.787654,18.146434,18.270746
0.890000,14.098419,26.030774,15.598684
0.891000,20.946502,30.383692,12.481900
0.892000,23.388008,28.878481,14.561878
0.893000,17.225668,26.118640,21.195097
0.894000,15.897347,27.852722,22.839383
0.895000,25.078102,32.364018,21.985821
0.896000,11.875530,25.506335,20.941171
0.897000,10.210925,22.549906,17.090588
0.898000,22.376806,19.647830,25.817674
0.899000,26.678058,24.255969,15.996551
0.900000,30.103266,26.214459,20.182418
0.901000,35.127532,32.661116,24.007125
0.902000,39.425601,29.608887,21.337008
0.903000,42.245468,30.595990,19.786604
0.904000,37.285110,26.884681,18.080580
0.905000,38.832082,26.347791,19.638471
0.906000,41.046629,34.377321,23.993637
0.907000,45.843225,38.705076,23.632985
0.908000,42.623435,31.275956,19.047276
0.909000,35.207779,26.271406,22.554766
0.910000,38.681548,28.813978,20.763064
0.911000,36.979878,32.053755,31.041417
0.912000,24.005294,26.972097,27.343907
0.913000,26.011596,26.955294,24.853646
0.914000,23.017555,24.084567,21.429005
0.915000,28.960471,29.590286,22.058334
0.916000,25.278886,36.885355,22.464526
0.917000,26.543949,31.381655,21.934377
0.918000,33.086309,25.052989,19.735917
0.919000,30.455797,19.506846,17.973361
0.920000,35.762536,22.675099,13.256792
0.921000,29.446167,28.782037,28.422270
0.922000,30.899340,34.937142,23.028908
0.923000,30.825818,34.006798,23.060762
0.924000,34.701393,37.258470,21.639311
0.925000,32.204696,34.443982,25.210172
0.926000,34.751387,41.713765,20.033881
0.927000,34.032123,42.081970,18.757770
0.928000,37.490265,41.558132,23.889106
0.929000,28.903501,32.559266,17.338100
0.930000,37.139369,35.965771,12.821627
0.931000,33.733176,30.383526,19.713403
0.932000,40.269069,33.039713,16.618227
0.933000,37.805475,26.030367,10.727998
0.934000,28.888273,24.347034,16.459648
0.935000,38.660006,25.836503,17.107497
0.936000,40.801426,30.826952,17.595350
0.937000,38.613867,32.395856,18.773584
0.938000,35.853695,31.280789,20.055286
0.939000,35.838252,27.454108,20.924848
0.940000,30.724894,27.169787,23.897236
0.941000,26.467622,25.559272,20.006286
0.942000,25.776531,27.599390,20.341266
0.943000,25.866529,30.544265,18.829638
0.944000,29.387827,30.627596,12.572364
0.945000,28.575261,23.194481,8.327786
0.946000,37.128374,30.828171,17.320394
0.947000,33.781110,31.245657,19.557392
0.948000,44.014511,35.939830,18.373875
0.949000,45.734344,35.550147,20.020687
0.950000,50.434543,42.315846,22.055134
0.951000,42.492600,41.249977,14.768380
0.952000,38.955094,36.752092,15.994670
0.953000,38.325123,35.585626,19.587929
0.954000,39.154901,30.066120,14.249325
0.955000,45.723438,31.683772,17.823436
0.956000,39.971790,33.368135,14.421468
0.957000,41.746894,34.102808,18.970512
0.958000,37.473971,39.347337,15.446112
0.959000,40.057157,40.461132,15.071069
0.960000,47.139814,44.138863,16.200472
0.961000,38.840523,35.800023,14.452258
0.962000,35.176300,34.368124,17.129512
0.963000,32.959222,32.938016,14.678645
0.964000,41.887601,35.245861,15.558284
0.965000,39.492669,37.829944,19.916320
0.966000,41.459203,38.317795,22.317904
0.967000,45.391625,44.742912,24.719649
0.968000,32.763354,39.194842,18.656389
0.969000,36.946883,38.256662,24.783446
0.970000,37.209617,40.034061,25.152065
0.971000,39.550992,36.126967,18.717477
0.972000,37.139026,37.490278,19.018113
0.973000,44.834634,39.994307,13.574526
0.974000,43.256055,43.827441,13.581250
0.975000,54.553613,49.074129,17.273255
0.976000,55.417305,44.312238,15.780785
0.977000,44.697429,32.177804,18.833854
0.978000,40.942271,38.355182,19.957291
0.979000,47.507742,37.054255,12.280443
0.980000,48.896845,40.848240,16.980024
0.981000,43.632821,34.476409,17.252945
0.982000,42.576177,38.684744,16.001700
0.983000,43.980641,29.894776,15.271539
0.984000,48.376321,32.897403,17.376964
0.985000,42.999780,27.234354,9.840678
0.986000,39.131941,27.230160,9.973209
0.987000,33.523723,20.401460,8.981594
0.988000,35.773868,24.993552,12.889629
0.989000,37.565338,24.871587,13.080441
0.990000,40.098657,31.818048,16.857337
0.991000,43.826699,35.513317,21.429556
0.992000,46.745370,35.481196,26.486881
0.993000,41.314852,35.294416,23.635749
0.994000,41.927782,39.555546,24.393808
0.995000,35.319538,34.386864,23.298894
0.996000,43.572964,35.057516,21.545783
0.997000,50.817392,37.533193,24.445667
0.998000,40.967392,30.074272,23.682576
0.999000,34.850210,37.655887,26.574524
1.000000,27.673859,35.314686,22.143775
1.001000,30.310976,41.446744,25.818904
1.002000,25.382220,34.807389,25.314031
1.003000,29.285709,31.654027,28.669540
1.004000,18.898159,22.983572,20.911404
1.005000,24.413409,24.561508,24.280874
1.006000,25.501701,20.331182,23.501295
1.007000,24.780809,21.749973,26.871463
1.008000,19.286002,21.508153,24.356102
1.009000,24.465935,23.746987,24.066148
1.010000,21.911869,19.530651,22.229934
1.011000,24.448644,20.918940,27.484866
1.012000,22.663158,13.823302,19.584630
1.013000,22.279969,15.406406,21.314943
1.014000,15.225237,20.285649,26.244546
1.015000,17.216020,15.355515,17.957631
1.016000,11.807070,11.475758,11.510850
1.017000,17.012780,20.711973,22.751237
1.018000,23.193095,22.135151,20.848504
1.019000,21.953130,19.307991,17.407241
1.020000,18.619652,11.236591,13.112996
1.021000,19.451402,14.805503,13.071446
1.022000,17.342968,17.262342,18.941298
1.023000,17.457197,14.458950,18.620068
1.024000,12.361922,10.243347,19.893699
1.025000,14.255641,10.014818,20.799856
1.026000,13.671762,19.514838,22.155581
1.027000,17.426079,11.235632,22.884449
1.028000,9.849768,10.339671,29.275566
1.029000,15.725258,6.187080,26.870412
1.030000,25.868089,16.945614,23.803113
1.031000,29.299811,26.422606,26.645485
1.032000,20.277300,20.595710,19.407954
1.033000,23.818243,15.521239,23.965076
1.034000,24.795595,11.955860,26.305099
1.035000,21.604181,11.209069,24.024293
1.036000,26.557760,21.520400,26.845545
1.037000,32.185374,19.388082,29.957051
1.038000,32.564195,23.316728,24.424689
1.039000,22.557812,26.321599,19.663873
1.040000,30.114427,30.957200,23.019969
1.041000,35.063841,37.328827,23.465222
1.042000,26.769980,38.820182,18.794678
1.043000,36.283817,34.466313,19.084685
1.044000,36.789354,28.450425,23.195311
1.045000,37.924023,30.639016,24.702225
1.046000,43.276089,33.127418,25.671320
1.047000,49.587801,39.066267,28.292935
1.048000,48.378460,44.801929,29.914683
1.049000,44.683007,40.768642,27.768540
1.050000,36.161397,34.844028,26.482382
1.051000,39.099745,40.660548,32.120905
1.052000,34.684236,48.504668,27.541397
1.053000,35.764521,50.789445,23.346897
1.054000,35.538558,50.247116,19.019366
1.055000,42.542646,46.528414,19.540566
1.056000,45.412189,45.067185,25.666528
1.057000,50.311198,40.526451,28.674557
1.058000,43.892632,37.129170,24.137031
1.059000,42.864416,43.720082,28.249962
1.060000,54.518146,46.437258,30.570450
1.061000,53.996320,44.033354,31.952230
1.062000,47.432401,42.361165,29.999212
1.063000,39.088706,35.784580,29.373210
1.064000,39.662412,33.627000,24.758472
1.065000,43.755504,34.854346,25.783098
1.066000,34.908315,30.086542,25.632399
1.067000,38.677719,34.314972,28.412374
1.068000,37.553739,31.250171,25.414061
1.069000,29.391128,27.157972,23.886043
1.070000,24.882710,25.368999,17.627306
1.071000,23.860508,19.129345,17.809140
1.072000,27.434955,25.026022,20.679174
1.073000,28.024857,31.128629,19.750011
1.074000,28.007040,25.907121,22.182708
1.075000,27.740821,29.919384,24.757833
1.076000,22.843152,34.587677,21.022194
1.077000,18.152862,25.533298,17.743940
1.078000,17.756307,28.686205,20.466665
1.079000,23.245990,33.476518,20.385617
1.080000,26.229072,24.537580,16.216497
1.081000,36.078962,27.845879,16.361775
1.082000,38.345817,34.075281,18.900489
1.083000,39.915653,26.568983,13.449984
1.084000,34.387438,20.218970,10.395986
1.085000,34.310374,21.202143,9.416389
1.086000,31.927987,19.081448,7.384539
1.087000,27.302581,15.777336,7.997519
1.088000,22.454716,8.570137,7.230334
1.089000,21.342637,10.469459,8.514791
1.090000,21.202732,9.301385,9.588431
1.091000,18.387459,7.178996,7.103066
1.092000,18.207494,10.834095,11.133073
1.093000,16.596044,8.560777,14.382582
1.094000,26.818613,14.407046,11.314921
1.095000,23.803589,16.310709,12.004800
1.096000,23.245024,11.487604,12.720452
1.097000,23.423191,8.324009,10.037283
1.098000,23.256450,15.149773,8.481532
1.099000,22.648413,15.858413,9.599037
1.100000,23.083973,17.835156,7.033244
1.101000,27.338116,20.160063,4.879096
1.102000,30.619723,18.965200,6.838966
1.103000,23.321558,24.702990,11.498593
1.104000,29.658342,26.920258,12.038223
1.105000,40.124173,30.694023,19.951634
1.106000,40.468776,35.557226,19.735064
1.107000,52.216622,44.991530,23.154528
1.108000,54.461627,48.513610,23.494904
1.109000,48.851626,43.404289,25.543002
1.110000,50.217965,38.887796,24.573871
1.111000,48.024495,36.197522,23.122873
1.112000,46.806463,39.527625,24.281583
1.113000,46.797804,36.519009,26.500377
1.114000,41.502638,43.159741,24.639029
1.115000,42.101952,43.694221,23.760146
1.116000,43.317751,48.519400,24.442932
1.117000,41.562305,50.986984,22.653623
1.118000,46.568898,45.356612,15.853555
1.119000,51.970280,44.946601,17.291084
1.120000,42.316877,37.022016,12.658283
1.121000,42.869573,34.502826,12.133824
1.122000,36.336144,32.961303,14.757695
1.123000,37.576570,34.607424,6.893023
1.124000,33.698768,33.980712,8.087916
1.125000,37.386355,40.284479,6.983551
1.126000,36.756420,38.073631,7.721668
1.127000,37.049554,30.122284,11.568820
1.128000,33.392736,35.887653,11.091734
1.129000,44.702449,32.782406,13.151752
1.130000,36.841885,36.682558,11.532403
1.131000,26.853598,23.616434,13.064670
1.132000,22.399365,19.367230,11.240798
1.133000,27.218526,18.290450,10.658150
1.134000,14.856230,15.635959,9.338978
1.135000,15.916373,20.318754,17.013967
1.136000,22.761786,20.359434,15.707250
1.137000,22.282839,17.607692,14.211503
1.138000,27.129849,16.745897,18.101282
1.139000,26.805399,15.897041,14.296434
1.140000,21.147205,21.088952,11.724021
1.141000,19.878256,22.070823,12.431155
1.142000,21.988420,22.293169,8.030490
1.143000,25.976662,21.405035,8.032719
1.144000,30.942140,23.806430,10.195658
1.145000,28.911388,20.781941,14.028893
1.146000,19.537930,22.401594,10.516240
1.147000,16.534947,20.351369,10.289400
1.148000,19.541965,21.659292,9.200372
1.149000,22.030088,22.629673,9.566021
1.150000,16.971108,23.910292,9.105887
1.151000,16.067417,16.984285,7.489623
1.152000,21.635133,18.577123,6.376103
1.153000,27.551457,21.756490,9.388630
1.154000,27.025883,14.034319,12.833594
1.155000,27.648321,15.851654,10.664150
1.156000,27.839565,18.326226,9.438174
1.157000,19.098885,15.038126,7.309952
1.158000,24.832178,12.757730,6.977734
1.159000,26.031580,15.288440,6.990421
1.160000,20.412529,15.779934,7.743387
1.161000,15.353443,15.461425,5.853986
1.162000,19.700224,22.082434,12.136411
1.163000,19.929450,23.169605,13.983470
1.164000,28.224993,27.583126,19.543424
1.165000,25.443490,26.961427,17.254955
1.166000,20.628929,30.279767,13.888172
1.167000,25.390663,33.549179,18.230676
1.168000,21.000075,31.007582,17.069650
1.169000,17.805826,29.262740,15.408459
1.170000,15.218235,25.779884,13.437817
1.171000,10.007311,20.289980,9.312369
1.172000,10.374342,19.210344,9.082053
1.173000,10.969526,18.746187,11.355733
1.174000,16.219109,16.638804,10.519286
1.175000,17.510475,15.134060,16.844319
1.176000,25.083975,18.446099,15.637975
1.177000,21.930908,15.268098,14.833655
1.178000,30.943166,18.679495,16.684379
1.179000,25.716548,11.310797,16.035624
1.180000,26.145418,16.486604,16.549298
1.181000,27.148638,19.192510,17.334594
1.182000,30.399184,21.479387,14.782040
1.183000,33.933012,22.398991,14.125900
1.184000,33.774513,23.673054,9.999139
1.185000,38.103435,28.142100,13.796235
1.186000,33.823192,31.874906,14.287369
1.187000,40.082472,31.242833,13.228890
1.188000,33.125247,31.020974,12.484762
1.189000,31.219151,28.938692,12.477355
1.190000,26.758134,25.222710,13.964399
1.191000,26.954263,25.352711,15.088443
1.192000,30.268612,29.474402,11.846273
1.193000,34.970145,34.346736,12.080882
1.194000,32.819846,33.105020,11.334778
1.195000,38.253426,47.047401,22.114008
1.196000,35.908008,42.693908,24.560004
1.197000,48.396029,47.344200,23.941987
1.198000,56.390411,50.558724,27.067480
1.199000,51.440142,50.112630,27.918581
1.200000,37.193153,41.817875,28.171291
1.201000,33.464721,32.450069,28.883161
1.202000,36.174950,32.907363,23.321629
1.203000,39.716839,41.346657,25.429928
1.204000,40.602497,31.916290,25.192947
1.205000,37.411700,30.751628,23.299833
1.206000,37.035679,31.642738,25.237059
1.207000,36.961222,30.636363,25.904425
1.208000,50.942195,40.258382,26.015309
1.209000,42.956416,39.166776,17.677415
1.210000,29.837750,36.378860,18.634484
1.211000,31.973929,37.450617,18.529277
1.212000,29.958612,35.800231,14.149547
1.213000,24.908529,29.432784,23.311461
1.214000,43.201234,39.706147,15.766985
1.215000,48.028183,40.655536,15.769674
1.216000,48.252819,38.202366,17.641401
1.217000,48.388871,44.041933,17.291419
1.218000,47.575852,37.640686,15.681252
1.219000,50.490286,42.370152,11.888032
1.220000,58.520748,45.912074,15.451246
1.221000,50.541603,38.118859,10.611920
1.222000,53.199464,42.221350,20.092892
1.223000,48.106317,38.045115,19.043086
1.224000,44.983780,36.382331,19.876348
1.225000,45.955982,35.277193,18.399624
1.226000,44.994049,40.423716,22.264195
1.227000,37.249387,40.379014,23.389100
1.228000,40.813353,29.989927,22.555732
1.229000,38.254649,32.789674,21.994549
1.230000,39.281313,36.706239,27.799965
1.231000,29.885765,32.260013,19.788075
1.232000,34.228586,34.761806,24.723409
1.233000,31.718950,34.288466,25.424996
1.234000,25.481440,32.449424,23.805437
1.235000,24.007111,33.944347,21.091031
1.236000,26.111178,35.115816,14.489504
1.237000,33.601954,38.277513,21.472182
1.238000,26.054123,33.666250,25.257056
1.239000,31.177814,38.867107,21.934544
1.240000,37.524889,44.378926,22.542263
1.241000,37.007625,42.997166,19.050247
1.242000,37.700352,43.246781,22.998187
1.243000,42.945224,44.380944,24.548206
1.244000,35.452361,39.048845,20.453459
1.245000,30.354570,33.969496,25.912095
1.246000,24.869749,35.264256,23.294307
1.247000,22.068720,30.977575,22.627193
1.248000,24.761232,27.553854,21.064176
1.249000,25.319015,29.515115,19.015633
1.250000,28.078894,31.600038,17.870898
1.251000,21.364266,27.449152,22.382732
1.252000,29.155859,37.294903,21.074786
1.253000,31.847342,39.813978,20.815546
1.254000,30.626675,41.588161,19.859750
1.255000,28.237743,40.911793,21.241391
1.256000,25.826383,40.445168,24.396597
1.257000,30.826931,24.019721,12.594902
1.258000,37.285733,25.497774,15.070617
1.259000,34.400495,30.975188,16.659085
1.260000,24.437422,30.849382,14.855390
1.261000,22.332222,31.397432,22.709899
1.262000,20.368554,25.736847,18.990101
1.263000,25.798978,30.822828,14.365594
1.264000,21.604743,29.980249,13.925671
1.265000,19.463177,26.207998,16.699525
1.266000,14.220980,22.708579,10.805691
1.267000,12.229488,19.999978,13.420092
1.268000,21.820916,29.367558,15.141458
1.269000,15.052850,20.601649,13.182367
1.270000,16.507302,15.486526,16.941312
1.271000,16.111604,14.227258,14.453864
1.272000,23.499115,11.344615,17.143383
1.273000,27.780283,11.837264,17.100735
1.274000,23.271355,11.762969,14.462114
1.275000,11.592967,17.974538,11.717013
1.276000,10.896063,18.809123,9.472309
1.277000,8.957996,17.898784,9.019116
1.278000,12.626801,15.735407,10.381700
1.279000,14.845685,14.309462,9.590301
1.280000,16.060836,12.444375,13.161780
1.281000,14.997221,10.422122,15.557581
1.282000,15.480829,16.325434,14.073578
1.283000,14.385805,22.273450,22.474690
1.284000,13.970331,25.259823,19.411213
1.285000,15.529952,23.967097,19.572649
1.286000,19.024868,23.557955,18.173888
1.287000,21.118693,26.255989,17.867737
1.288000,26.732398,25.850073,17.506275
1.289000,22.802196,27.753505,21.158756
1.290000,19.366307,25.520684,19.089968
1.291000,19.331992,21.121821,21.099219
1.292000,16.248693,26.600692,20.869667
1.293000,17.812058,23.687527,18.524325
1.294000,14.427045,25.098532,21.933622
1.295000,8.590920,15.401655,23.251959
1.296000,10.158252,17.288891,24.347949
1.297000,7.763008,19.487673,25.057959
1.298000,11.392443,19.535991,19.825327
1.299000,9.047605,10.967578,15.509488
1.300000,8.086143,7.224839,19.683770
1.301000,11.764157,12.349755,15.338292
1.302000,9.085960,14.600288,19.157597
1.303000,9.788299,19.413351,25.275893
1.304000,12.109506,20.179753,25.462896
1.305000,17.625248,21.281849,25.786329
1.306000,19.577075,24.963429,24.306067
1.307000,14.647187,22.625672,23.889791
1.308000,18.013722,17.165822,27.231815
1.309000,10.411098,20.772035,24.129822
1.310000,15.508043,24.492599,27.756274
1.311000,15.019862,22.464241,27.890291
1.312000,13.992150,19.999143,21.728772
1.313000,15.954774,15.978572,17.824055
1.314000,14.190334,18.002353,17.755070
1.315000,14.532984,18.752647,21.506288
1.316000,13.196766,17.475071,14.069221
1.317000,17.838700,16.064462,14.467837
1.318000,23.580346,22.206190,19.197369
1.319000,25.050985,15.278466,19.356213
1.320000,31.842718,17.572338,16.514596
1.321000,35.201000,20.600471,17.657811
1.322000,29.767053,15.884254,12.726595
1.323000,25.086595,18.186372,15.735445
1.324000,26.128332,22.579038,13.955433
1.325000,29.646958,16.314323,15.290369
1.326000,35.782011,18.375360,11.686809
1.327000,36.313326,21.704490,10.938095
1.328000,40.920379,26.457720,13.767930
1.329000,36.102286,24.956778,8.874346
1.330000,32.849832,19.642219,8.190532
1.331000,35.992162,22.180639,8.609443
1.332000,29.857132,19.239113,6.643528
1.333000,36.527944,24.441501,6.608526
1.334000,34.111067,26.472038,14.696006
1.335000,25.105961,16.896258,10.975982
1.336000,35.055020,26.731187,5.459988
1.337000,36.155246,24.299073,4.337943
1.338000,30.420581,31.844538,4.860823
1.339000,34.772715,28.532462,6.372488
1.340000,28.559034,22.426091,10.387170
1.341000,35.604101,28.414360,11.769781
1.342000,39.586809,24.496776,12.751255
1.343000,38.533554,23.370446,13.301749
1.344000,30.755945,23.759608,8.892737
1.345000,26.137645,24.266671,8.695558
1.346000,35.756854,29.752863,7.717827
1.347000,34.796017,26.285192,9.182272
1.348000,27.320843,27.670109,9.802127
1.349000,32.906165,24.041993,11.487548
1.350000,30.685239,23.380718,12.611202
1.351000,31.166910,17.812775,12.294293
1.352000,24.218088,16.912616,13.894145
1.353000,30.670190,25.764904,10.909888
1.354000,28.289709,24.258179,11.242249
1.355000,39.104420,25.342930,14.096899
1.356000,34.059297,24.831354,12.869997
1.357000,34.149660,21.313246,13.603688
1.358000,37.392075,30.603225,16.784853
1.359000,37.126248,24.105592,15.043998
1.360000,23.884480,24.238929,14.887379
1.361000,19.988970,16.967933,12.564456
1.362000,29.150513,21.897816,16.102732
1.363000,21.639383,19.427567,13.252949
1.364000,19.526907,13.732412,15.502028
1.365000,19.200775,10.189564,14.832649
1.366000,15.956977,15.299732,16.129723
1.367000,21.237527,15.035064,18.034085
1.368000,19.238618,10.697549,14.901722
1.369000,19.890377,10.808371,20.606449
1.370000,20.553225,9.599217,19.348343
1.371000,19.877136,9.527306,21.780810
1.372000,18.394849,10.690684,18.140631
1.373000,20.134021,8.144335,12.495506
1.374000,11.224674,11.119691,13.269550
1.375000,12.681791,11.924309,16.236393
1.376000,14.455113,8.048627,16.546191
1.377000,11.924183,8.590321,13.728400
1.378000,16.957912,7.533815,20.119976
1.379000,18.627618,8.163631,13.462017
1.380000,24.102277,12.917494,14.238321
1.381000,27.096404,14.677456,19.750208
1.382000,26.736613,17.726764,19.217806
1.383000,30.715428,18.570107,18.233720
1.384000,30.218738,20.416696,21.189261
1.385000,21.849903,18.541244,25.247324
1.386000,26.013211,12.734399,23.462599
1.387000,27.365742,13.897243,22.300707
1.388000,23.161961,7.307077,18.703545
1.389000,19.799318,5.549468,18.261442
1.390000,20.821344,8.918265,18.405833
1.391000,20.987430,8.555376,21.290513
1.392000,16.800095,5.108123,24.612239
1.393000,18.283266,10.899884,21.384026
1.394000,21.031350,11.320718,26.421422
